Jugador del golpeo;Nombre;Rally;Stroke;Zone;Posición;Duración;Country Player1;Country Player2;Interval;Match;Play R or L Player1;Play R or L Player2;Player1;Player2;Rally Time;Round;Set;Tournament;WR Player1;WR Player2;Field Position;Player on C1;Type of service;Zona de C1;Game Phase;Barrido Fuerte;Rally Outcome;Rest Time;Tipo de recepcion;Reves;Match Duration 
Line Kjaersfeldt;"18;-29 (1)";29;6;Out;1171733;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;OUT SIDE;;;;Construccion;;Unforced Phittayaporn Chaiwan;;;;
Line Kjaersfeldt;Rest Time (29);29;;;1176066;49533;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;;3;1;Hylo Open 2021;27;21;;;;;;;;Rest Time;;;
Line Kjaersfeldt;Rally Time (30);30;;;1225600;19133;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;;;;;;;;;;;
Line Kjaersfeldt;"2;-25 (5)";30;1;6;1223600;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;6;Line Kjaersfeldt;Forehand short service;7;Construccion;;;;;;
Phittayaporn Chaiwan;"-11;18 (1)";30;2;1;1224500;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;1;;;;Construccion;;;;Finta;;
Line Kjaersfeldt;"-14;-56 (1)";30;3;12;1225566;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;12;;;;Defence;;;;;;
Phittayaporn Chaiwan;"14;12 (1)";30;4;4;1225566;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;4;;;;Defence;;;;;;
Line Kjaersfeldt;"14;-55 (4)";30;5;9;1226666;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;9;;;;Attack;;;;;;
Phittayaporn Chaiwan;"13;35 (1)";30;6;8;1228100;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;8;;;;Defence;;;;;;
Line Kjaersfeldt;"-14;-17 (1)";30;7;4;1228566;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;4;;;;Construccion;;;;;;
Phittayaporn Chaiwan;"-15;8 (1)";30;8;1;1228566;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;1;;;;Construccion;;;;;;
Line Kjaersfeldt;"-15;-7 (1)";30;9;4;1228566;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;4;;;;Construccion;;;;;;
Phittayaporn Chaiwan;"-14;56 (3)";30;10;9;1228566;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;9;;;;Construccion;;;;;;
Line Kjaersfeldt;"-13;-15 (1)";30;11;4;1228566;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;4;;;;Construccion;;;;;;
Phittayaporn Chaiwan;"15;55 (7)";30;12;12;1228566;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;12;;;;Defence;F;;;;;
Line Kjaersfeldt;"2;-26 (1)";30;13;6;1235800;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;6;;;;Construccion;;;;;;
Phittayaporn Chaiwan;"-12;13 (2)";30;14;1;1235800;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;1;;;;Defence;;;;;;
Line Kjaersfeldt;"10;-7 (1)";30;15;1;1236966;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;1;;;;Construccion;;;;;;
Phittayaporn Chaiwan;"12;6 (2)";30;16;4;1236966;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;4;;;;Construccion;;;;;;
Line Kjaersfeldt;"9;-56 (1)";30;17;9;1236966;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;9;;;;Construccion;;;;;;
Phittayaporn Chaiwan;"-11;56 (1)";30;18;9;1236966;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;9;;;;Construccion;;;;;;
Line Kjaersfeldt;"12;-17 (1)";30;19;1;1236966;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;1;;;;Defence;;;;;;
Phittayaporn Chaiwan;"12;2 (1)";30;20;4;1241700;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;NET;;;;Construccion;;Error Line Kjaersfeldt;;;;
Phittayaporn Chaiwan;Rest Time (30);30;;;1244733;21700;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;;3;1;Hylo Open 2021;27;21;;;;;;;;Rest Time;;;
Phittayaporn Chaiwan;Rally Time (31);31;;;1266433;19000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;;;;;;;;;;;
Phittayaporn Chaiwan;"-2;24 (2)";31;1;6;1264433;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;6;Phittayaporn Chaiwan;Backhand short service;2;Construccion;;;;;;
Line Kjaersfeldt;"5;-18 (3)";31;2;2;1265600;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;2;;;;Construccion;;;;Modificada/Finta;;
Phittayaporn Chaiwan;"13;57 (2)";31;3;12;1265600;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;12;;;;Defence;F;;;;;
Line Kjaersfeldt;"-3;-32 (1)";31;4;7;1266600;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;7;;;;Construccion;;;;;;
Phittayaporn Chaiwan;"-5;25 (1)";31;5;6;1266600;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;6;;;;Attack;;;;;;
Line Kjaersfeldt;"2;-41 (1)";31;6;6;1267700;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;6;;;;Attack;;;;;;
Phittayaporn Chaiwan;"4;33 (1)";31;7;7;1268100;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;7;;;;Construccion;;;;;;
Line Kjaersfeldt;"-14;-55 (7)";31;8;12;1268100;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;12;;;;Defence;;;;;;
Phittayaporn Chaiwan;"-15;55 (2)";31;9;9;1269300;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;9;;;;Defence;;;;;;
Line Kjaersfeldt;"-14;-54 (2)";31;10;12;1270866;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;12;;;;Attack;;;;;;
Phittayaporn Chaiwan;"14;34 (1)";31;11;8;1271500;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;8;;;;Defence;;;;;;
Line Kjaersfeldt;"15;-15 (1)";31;12;1;1272033;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;1;;;;Defence;;;;;;
Phittayaporn Chaiwan;"13;56 (2)";31;13;12;1274100;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;12;;;;Construccion;;;;;;
Line Kjaersfeldt;"3;-14 (1)";31;14;2;1274100;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;2;;;;Construccion;;;;;;
Phittayaporn Chaiwan;"13;54 (3)";31;15;12;1274100;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;12;;;;Defence;;;;;;
Line Kjaersfeldt;"13;-54 (2)";31;16;9;1276566;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;9;;;;Attack;;;;;;
Phittayaporn Chaiwan;"14;36 (1)";31;17;8;1277700;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;8;;;;Defence;;;;;;
Line Kjaersfeldt;"11;-7 (1)";31;18;1;1278233;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;1;;;;Construccion;;;;;;
Phittayaporn Chaiwan;"-15;54 (1)";31;19;9;1278233;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;9;;;;Defence;;;;;Reves;
Line Kjaersfeldt;"-13;-15 (2)";31;20;4;1279933;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;4;;;;Construccion;;;;;;
Phittayaporn Chaiwan;"-14;55 (2)";31;21;9;1279933;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;9;;;;Construccion;;;;;;
Line Kjaersfeldt;"13;-17 (1)";31;22;1;1279933;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;1;;;;Construccion;;Winner Phittayaporn Chaiwan;;;;
Line Kjaersfeldt;Rest Time (31);31;;;1285433;61433;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;;3;1;Hylo Open 2021;27;21;;;;;;;;Rest Time;;;
Line Kjaersfeldt;Rally Time (32);32;;;1346866;7533;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;;;;;;;;;;;
Phittayaporn Chaiwan;"2;24 (5)";32;1;7;1344866;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;7;Phittayaporn Chaiwan;Backhand short service;6;Construccion;;;;;;
Line Kjaersfeldt;"-4;-17 (1)";32;2;3;1345866;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;3;;;;Construccion;;;;;;
Phittayaporn Chaiwan;"-14;12 (2)";32;3;1;1345866;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;1;;;;Defence;;;;;;
Line Kjaersfeldt;"-11;-54 (1)";32;4;12;1346733;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;12;;;;Construccion;;;;;;
Phittayaporn Chaiwan;"15;15 (1)";32;5;4;1346733;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;4;;;;Defence;;;;;;
Line Kjaersfeldt;"14;-13 (2)";32;6;1;1349000;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;1;;;;Construccion;;;;;;
Phittayaporn Chaiwan;"15;53 (2)";32;7;12;1349000;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;12;;;;Defence;;;;;;
Line Kjaersfeldt;"21;-50 (1)";32;8;Out;1350500;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;OUT SIDE;;;;Construccion;;Error Phittayaporn Chaiwan;;;;
Line Kjaersfeldt;Rest Time (32);32;;;1354400;16933;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;;3;1;Hylo Open 2021;27;21;;;;;;;;Rest Time;;;
Line Kjaersfeldt;Rally Time (33);33;;;1371333;2133;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;;;;;;;;;;;
Line Kjaersfeldt;"-2;-25 (5)";33;1;7;1369333;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;7;Line Kjaersfeldt;Forehand short service;7;Construccion;;;;;;
Phittayaporn Chaiwan;"11;16 (1)";33;2;4;1370366;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;4;;;;Construccion;;;;Finta;;
Line Kjaersfeldt;"12;1 (2)";33;3;4;1370400;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;NET;;;;Construccion;;Unforced Phittayaporn Chaiwan;;;;
Phittayaporn Chaiwan;Rest Time (33);33;;;1373466;15000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;;3;1;Hylo Open 2021;27;21;;;;;;;;Rest Time;;;
Phittayaporn Chaiwan;Rally Time (34);34;;;1388466;900;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;;;;;;;;;;;
Line Kjaersfeldt;"2;-25 (6)";34;1;6;1386466;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;6;Line Kjaersfeldt;Forehand short service;;Construccion;;;;;;
Phittayaporn Chaiwan;"-6;1 (1)";34;2;2;1387066;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;NET;;;;Construccion;;Unforced Line Kjaersfeldt;;;;
Phittayaporn Chaiwan;Rest Time (34);34;;;1389366;14733;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;;3;1;Hylo Open 2021;27;21;;;;;;;;Rest Time;;;
Phittayaporn Chaiwan;Rally Time (35);35;;;1404100;4633;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;;;;;;;;;;;
Phittayaporn Chaiwan;"-1;24 (1)";35;1;6;1402100;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;6;Phittayaporn Chaiwan;Backhand short service;6;Construccion;;;;;;
Line Kjaersfeldt;"5;-17 (3)";35;2;2;1403100;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;2;;;;Construccion;;;;;;
Phittayaporn Chaiwan;"13;11 (1)";35;3;4;1403100;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;4;;;;Construccion;;;;;;
Line Kjaersfeldt;"13;-54 (3)";35;4;9;1403100;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;9;;;;Attack;;;;;;
Phittayaporn Chaiwan;"2;39 (1)";35;5;7;1404933;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;7;;;;Defence;;;;;;
Line Kjaersfeldt;"19;-21 (1)";35;6;Out;1405366;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;OUT SIDE;;;;Construccion;;Error Phittayaporn Chaiwan;;;;
Line Kjaersfeldt;Rest Time (35);35;;;1408733;14266;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;;3;1;Hylo Open 2021;27;21;;;;;;;;Rest Time;;;
Line Kjaersfeldt;Rally Time (36);36;;;1423000;7500;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;;;;;;;;;;;
Line Kjaersfeldt;"-2;-24 (4)";36;1;7;1421000;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;7;Line Kjaersfeldt;Forehand short service;6;Construccion;;;;;;
Phittayaporn Chaiwan;"5;19 (2)";36;2;3;1421933;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;3;;;;Construccion;;;;Modificada;;
Line Kjaersfeldt;"-3;-14 (1)";36;3;3;1421933;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;3;;;;Construccion;;;;;;
Phittayaporn Chaiwan;"-13;54 (3)";36;4;9;1421933;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;9;;;;Attack;;;;;;
Line Kjaersfeldt;"-3;-36 (2)";36;5;7;1423800;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;7;;;;Defence;;;;;;
Phittayaporn Chaiwan;"13;16 (1)";36;6;4;1424333;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;4;;;;Construccion;;;;;;
Line Kjaersfeldt;"12;-9 (1)";36;7;1;1424333;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;1;;;;Construccion;;;;;;
Phittayaporn Chaiwan;"14;8 (1)";36;8;4;1424333;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;4;;;;Defence;;;;;;
Line Kjaersfeldt;"20;-9 (1)";36;9;Out;1427200;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;1;Hylo Open 2021;27;21;OUT SIDE;;;;Construccion;;Error Phittayaporn Chaiwan;;;;
Phittayaporn Chaiwan;Rest Time (36);36;;;1430500;153200;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;;3;1;Hylo Open 2021;27;21;;;;;;;;Rest Time;;;
Phittayaporn Chaiwan;Rally Time (37);1;;;1583700;6133;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;;;;;;;;;;;
Line Kjaersfeldt;"2;25 (3)";1;1;7;1581700;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;7;Line Kjaersfeldt;Forehand flick;9;Construccion;;;;;;
Phittayaporn Chaiwan;"-3;-55 (1)";1;2;11;1582033;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;11;;;;Attack;;;;;;
Line Kjaersfeldt;"3;37 (2)";1;3;7;1583266;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;7;;;;Defence;;;;;;
Phittayaporn Chaiwan;"-10;-17 (1)";1;4;4;1583800;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;4;;;;Construccion;;;;;;
Line Kjaersfeldt;"-3;6 (1)";1;5;2;1583800;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;2;;;;Construccion;;;;;;
