Jugador del golpeo;Nombre;Rally;Stroke;Zone;Posición;Duración;WR Player1;Tournament;Match;Round;WR Player2;Interval;Player2;#Rounds;Play R or L Player1;Country Player1;Country Player2;Rally Time;Play R or L Player2;Player1;Set;Field Position;Player on C1;Type of service;Game Phase;Rally Outcome;Rest Time;Barrido Fuerte;Tipo de recepcion;Reves;Match Duration 
Akane Yamaguchi;"-13;-54 (7)";27;15;12;1522040;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;12;;;Construccion;;;;;;
An Se Young;"-13;17";27;16;1;1522880;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;1;;;Construccion;Winner Akane Yamaguchi;;;;;
An Se Young;Rest Time (26);27;;;1524880;17560;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;;Right handed;Akane Yamaguchi;1;;;;;;Rest Time;;;;
An Se Young;Rally Time (27);28;;;1542440;6840;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;;;;;;;;;;
Akane Yamaguchi;"2;-35";28;1;6;1540440;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;6;Akane Yamaguchi;Forehand long service;Construccion;;;;;;
An Se Young;"-12;54 (3)";28;2;9;1543000;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;9;;;Construccion;;;;;;
Akane Yamaguchi;"-13;-53 (5)";28;3;12;1544000;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;12;;;Construccion;;;;;;
An Se Young;"11;54 (1)";28;4;12;1544840;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;12;;;Attack;;;;;;
Akane Yamaguchi;"12;-39";28;5;5;1545280;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;5;;;Defence;;;;;;
An Se Young;"-10;13 (1)";28;6;1;1546360;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;1;;;Attack;;;;;;
Akane Yamaguchi;"12;-49";28;7;5;1547280;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;5;;;Construccion;Winner An Se Young;;;;;
An Se Young;Rest Time (27);28;;;1549280;24320;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;;Right handed;Akane Yamaguchi;1;;;;;;Rest Time;;;;
An Se Young;Rally Time (28);29;;;1573600;4440;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;;;;;;;;;;
An Se Young;"-2;32 (1)";29;1;6;1571600;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;6;An Se Young;Forehand long service;Construccion;;;;;;
Akane Yamaguchi;"4;-54";29;2;10;1573640;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;10;;;Attack;;;;;;
An Se Young;"-1;30";29;3;6;1574160;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;6;;;Defence;;;;;;
Akane Yamaguchi;"14;-55 (2)";29;4;9;1576040;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;9;;;Construccion;Winner An Se Young;;;;;
Akane Yamaguchi;Rest Time (28);29;;;1578040;39240;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;;Right handed;Akane Yamaguchi;1;;;;;;Rest Time;;;;
Akane Yamaguchi;Rally Time (29);30;;;1617280;12160;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;;;;;;;;;;
An Se Young;"3;32 (2)";30;1;7;1615280;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;7;An Se Young;Forehand long service;Construccion;;;;;;
Akane Yamaguchi;"-10;-54 (3)";30;2;12;1617760;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;12;;;Attack;;;;;;
An Se Young;"-10;25";30;3;5;1618440;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;5;;;Defence;;;;;;
Akane Yamaguchi;"9;-16";30;4;1;1619280;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;1;;;Construccion;;;;;;
An Se Young;"3;7";30;5;3;1620200;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;3;;;Construccion;;;;;;
Akane Yamaguchi;"-10;-53";30;6;12;1621480;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;12;;;Construccion;;;;;;
An Se Young;"-14;54 (16)";30;7;9;1622480;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;9;;;Construccion;;;;;;
Akane Yamaguchi;"-13;-54 (8)";30;8;12;1623840;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;12;;;Construccion;;;;;;
An Se Young;"10;12";30;9;4;1624920;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;4;;;Defence;;;;;;
Akane Yamaguchi;"12;-10";30;10;1;1625920;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;1;;;Defence;;;;;;
An Se Young;"-11;11";30;11;1;1626880;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;1;;;Attack;;;;;;
Akane Yamaguchi;"7;-38";30;12;5;1627440;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;5;;;Construccion;Winner An Se Young;;;;;
Akane Yamaguchi;Rest Time (29);30;;;1629440;17160;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;;Right handed;Akane Yamaguchi;1;;;;;;Rest Time;;;;
Akane Yamaguchi;Rally Time (30);31;;;1646600;12920;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;;;;;;;;;;
An Se Young;"-2;33";31;1;6;1644600;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;6;An Se Young;Forehand long service;Construccion;;;;;;
Akane Yamaguchi;"12;-55 (3)";31;2;9;1646320;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;9;;;Attack;;;;;;
An Se Young;"10;28";31;3;8;1646800;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;5;;;Defence;;;;;;
Akane Yamaguchi;"1;-15";31;4;2;1647760;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;2;;;Construccion;;;;;;
An Se Young;"11;54 (2)";31;5;12;1648560;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;12;;;Attack;;;;;;
Akane Yamaguchi;"14;-38";31;6;5;1649120;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;5;;;Defence;;;;;;
An Se Young;"12;15";31;7;4;1649800;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;4;;;Construccion;;;;;;
Akane Yamaguchi;"-9;-53";31;8;12;1651000;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;12;;;Construccion;;;;;;
An Se Young;"-10;11";31;9;1;1652040;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;1;;;Construccion;;;;;;
Akane Yamaguchi;"13;-54 (4)";31;10;9;1653160;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;9;;;Attack;;;;;;
An Se Young;"14;28";31;11;8;1653600;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;5;;;Defence;;;;;;
Akane Yamaguchi;"4;-13";31;12;2;1654600;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;2;;;Construccion;;;;;;
An Se Young;"-13;55";31;13;9;1655960;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;9;;;Construccion;;;;;;
Akane Yamaguchi;"-13;-53 (6)";31;14;12;1656880;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;12;;;Attack;;;;;;
An Se Young;"-21;32";31;15;Out;1657520;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;OUT SIDE;;;Construccion;Unforced Akane Yamaguchi;;;;;
Akane Yamaguchi;Rest Time (30);31;;;1659520;15360;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;;Right handed;Akane Yamaguchi;1;;;;;;Rest Time;;;;
Akane Yamaguchi;Rally Time (31);32;;;1674880;17640;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;;;;;;;;;;
An Se Young;"2;32 (1)";32;1;7;1672880;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;7;An Se Young;Forehand long service;Construccion;;;;;;
Akane Yamaguchi;"-12;-55 (4)";32;2;12;1675320;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;12;;;Attack;;;;;;
An Se Young;"-12;29 (1)";32;3;5;1676080;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;5;;;Defence;;;;;;
Akane Yamaguchi;"2;-15";32;4;2;1676880;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;2;;;Construccion;;;;;;
An Se Young;"-1;17";32;5;2;1677840;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;2;;;Construccion;;;;;;
Akane Yamaguchi;"14;-55 (3)";32;6;9;1679080;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;9;;;Attack;;;;;;
An Se Young;"6;23";32;7;8;1679920;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;7;;;Defence;;;;;;
Akane Yamaguchi;"-13;-17";32;8;4;1680800;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;4;;;Construccion;;;;;;
An Se Young;"-13;11 (2)";32;9;1;1681800;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;1;;;Construccion;;;;;;
Akane Yamaguchi;"-14;-54 (4)";32;10;12;1683520;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;12;;;Construccion;;;;;;
An Se Young;"-15;54 (3)";32;11;9;1684400;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;9;;;Construccion;;;;;;
Akane Yamaguchi;"-13;-14";32;12;4;1685320;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;4;;;Construccion;;;;;;
An Se Young;"-13;13";32;13;1;1686200;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;1;;;Construccion;;;;;;
Akane Yamaguchi;"-12;-54 (7)";32;14;12;1687360;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;12;;;Construccion;;;;;;
An Se Young;"-13;13 (1)";32;15;1;1688440;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;1;;;Construccion;;;;;;
Akane Yamaguchi;"-11;-53 (1)";32;16;12;1689520;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;12;;;Construccion;;;;;;
An Se Young;"-15;16";32;17;1;1690520;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;1;;;Construccion;Winner Akane Yamaguchi;;;;;
Akane Yamaguchi;Rest Time (31);32;;;1692520;20640;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;;Right handed;Akane Yamaguchi;1;;;;;;Rest Time;;;;
Akane Yamaguchi;Rally Time (32);33;;;1713160;11600;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;;;;;;;;;;
Akane Yamaguchi;"-2;-32 (1)";33;1;7;1711160;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;7;Akane Yamaguchi;Forehand long service;Construccion;;;;;;
An Se Young;"6;53 (1)";33;2;12;1713560;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;11;;;Attack;;;;;;
Akane Yamaguchi;"0;-35 (1)";33;3;6;1714080;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;7;;;Defence;;;;;;
An Se Young;"-13;13 (2)";33;4;1;1715000;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;1;;;Construccion;;;;;;
Akane Yamaguchi;"-10;-53 (1)";33;5;12;1716000;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;12;;;Attack;;;;;;
An Se Young;"-3;29";33;6;6;1716480;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;6;;;Defence;;;;;;
Akane Yamaguchi;"3;-16 (1)";33;7;2;1717120;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;2;;;Construccion;;;;;;
An Se Young;"11;14 (1)";33;8;4;1718040;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;4;;;Construccion;;;;;;
Akane Yamaguchi;"10;-9 (1)";33;9;1;1718960;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;1;;;Construccion;;;;;;
An Se Young;"-14;54 (17)";33;10;9;1720560;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;9;;;Construccion;;;;;;
Akane Yamaguchi;"-13;-54 (9)";33;11;12;1722080;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;12;;;Attack;;;;;;
An Se Young;"-15;43";33;12;5;1722760;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;5;;;Construccion;Winner Akane Yamaguchi;;;;;
An Se Young;Rest Time (32);33;;;1724760;15560;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;;Right handed;Akane Yamaguchi;1;;;;;;Rest Time;;;;
An Se Young;Rally Time (33);34;;;1740320;4920;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;;;;;;;;;;
Akane Yamaguchi;"3;-33 (3)";34;1;6;1738320;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;6;Akane Yamaguchi;Forehand long service;Construccion;;;;;;
An Se Young;"-10;54";34;2;9;1740680;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;9;;;Construccion;;;;;;
Akane Yamaguchi;"-12;-13";34;3;4;1741720;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;4;;;Defence;;;;;;
An Se Young;"-21;49";34;4;Out;1743240;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;OUT SIDE;;;Construccion;Error Akane Yamaguchi;;;;;
An Se Young;Rest Time (33);34;;;1745240;11200;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;;Right handed;Akane Yamaguchi;1;;;;;;Rest Time;;;;
An Se Young;Rally Time (34);35;;;1756440;13200;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;;;;;;;;;;
An Se Young;"-2;31";35;1;6;1754440;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;6;An Se Young;Forehand long service;Construccion;;;;;;
Akane Yamaguchi;"7;-53";35;2;9;1756720;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;10;;;Attack;;;;;;
An Se Young;"12;27";35;3;8;1757440;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;5;;;Defence;;;;;;
Akane Yamaguchi;"4;-13 (1)";35;4;2;1758320;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;2;;;Construccion;;;;;;
An Se Young;"-4;10";35;5;2;1759320;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;2;;;Construccion;;;;;;
Akane Yamaguchi;"9;-53";35;6;9;1760480;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;9;;;Construccion;;;;;;
An Se Young;"-8;54 (1)";35;7;9;1761480;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;9;;;Construccion;;;;;;
Akane Yamaguchi;"-14;-55 (1)";35;8;12;1762760;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;12;;;Construccion;;;;;;
An Se Young;"-11;13";35;9;1;1763800;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;1;;;Construccion;;;;;;
Akane Yamaguchi;"14;-54 (4)";35;10;9;1765000;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;9;;;Attack;;;;;;
An Se Young;"10;30";35;11;8;1765640;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;5;;;Defence;;;;;;
Akane Yamaguchi;"-2;-36";35;12;7;1766280;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;7;;;Construccion;;;;;;
An Se Young;"-13;12 (3)";35;13;1;1767280;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;1;;;Defence;;;;;;
Akane Yamaguchi;"-9;2";35;14;1;1767640;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;NET;;;Construccion;Error An Se Young;;;;;
Akane Yamaguchi;Rest Time (34);35;;;1769640;41160;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;;Right handed;Akane Yamaguchi;1;;;;;;Rest Time;;;;
Akane Yamaguchi;Rally Time (35);36;;;1810800;14480;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;;;;;;;;;;
Akane Yamaguchi;"-2;-33 (1)";36;1;7;1808800;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;7;Akane Yamaguchi;Forehand long service;Construccion;;;;;;
An Se Young;"11;54 (3)";36;2;12;1811200;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;1;12;;;Construccion;;;;;;
