Jugador del golpeo;Nombre;Rally;Stroke;Zone;Posición;Duración;#Rounds;Country Player1;Country Player2;Interval;Match;Play R or L Player1;Play R or L Player2;Player1;Player2;Rally Time;Round;Set;Tournament;WR Player1;WR Player2;Field Position;Player on C1;Type of service;Zona de C1;Rally Outcome;Rest Time;Barrido Fuerte;Game Phase;Reves;Tipo de recepcion;Match Duration 
Clara Azurmendi;"-11;13 (1)";20;10;1;2537466;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;1;;;;;;;Construccion;;;
Beiwen Zhang;"12;-54 (3)";20;11;9;2537466;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;9;;;;;;;Defence;;;
Clara Azurmendi;"-2;1 (1)";20;12;2;2539766;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;NET;;;;Error Beiwen Zhang;;;Construccion;;;
Clara Azurmendi;Rest Time (97);20;;;2542266;19800;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;;2;3;Spain Masters 2023;40;21;;;;;;Rest Time;;;;;
Clara Azurmendi;Rally Time (98);21;;;2562066;4866;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;;;;;;;;;;;
Clara Azurmendi;"-3;25 (5)";21;1;6;2560066;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;6;Clara Azurmendi;Backhand flick;9;;;;Construccion;;;
Beiwen Zhang;"4;-54 (2)";21;2;10;2560466;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;10;;;;;;;Construccion;;;
Clara Azurmendi;"14;15 (1)";21;3;4;2560466;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;4;;;;;;;Defence;;;
Beiwen Zhang;"-12;-54 (1)";21;4;12;2562666;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;12;;;;;;;Attack;;;
Clara Azurmendi;"10;37 (1)";21;5;8;2563566;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;8;;;;;;;Defence;;;
Beiwen Zhang;"0;1 (3)";21;6;3;2564033;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;NET;;;;Error Clara Azurmendi;;;Construccion;;;
Beiwen Zhang;Rest Time (98);21;;;2566933;15400;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;;2;3;Spain Masters 2023;40;21;;;;;;Rest Time;;;;;
Beiwen Zhang;Rally Time (99);22;;;2582333;2800;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;;;;;;;;;;;
Beiwen Zhang;"-3;-27 (5)";22;1;7;2580333;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;7;Beiwen Zhang;Forehand short service;7;;;;Construccion;;;
Clara Azurmendi;"8;17 (1)";22;2;4;2581366;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;4;;;;;;;Construccion;;Modificada;
Beiwen Zhang;"14;-54 (4)";22;3;9;2581400;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;9;;;;;;;Attack;;;
Clara Azurmendi;"15;45 (1)";22;4;8;2582600;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;8;;;;Winner Beiwen Zhang;;;Construccion;;;
Clara Azurmendi;Rest Time (99);22;;;2585133;19466;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;;2;3;Spain Masters 2023;40;21;;;;;;Rest Time;;;;;
Clara Azurmendi;Rally Time (100);23;;;2604600;7133;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;;;;;;;;;;;
Beiwen Zhang;"3;-26 (2)";23;1;6;2602600;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;6;Beiwen Zhang;Forehand short service;5;;;;Construccion;;;
Clara Azurmendi;"-3;15 (1)";23;2;2;2603733;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;2;;;;;;;Construccion;;Modificada;
Beiwen Zhang;"11;-14 (1)";23;3;1;2603733;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;1;;;;;;;Defence;;;
Clara Azurmendi;"-13;56 (1)";23;4;9;2605133;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;9;;;;;;F;Defence;;;
Beiwen Zhang;"-14;-38 (1)";23;5;8;2606333;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;8;;;;;;;Construccion;;;
Clara Azurmendi;"-15;9 (1)";23;6;1;2606333;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;1;;;;;;;Construccion;;;
Beiwen Zhang;"-14;-55 (9)";23;7;12;2606333;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;12;;;;;;;Attack;;;
Clara Azurmendi;"-4;37 (1)";23;8;6;2608000;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;6;;;;;;;Defence;;;
Beiwen Zhang;"14;-55 (1)";23;9;9;2608433;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;9;;;;Winner Clara Azurmendi;;;Construccion;;;
Clara Azurmendi;Rest Time (100);23;;;2611733;22500;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;;2;3;Spain Masters 2023;40;21;;;;;;Rest Time;;;;;
Clara Azurmendi;Rally Time (101);24;;;2634233;4266;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;;;;;;;;;;;
Clara Azurmendi;"3;27 (2)";24;1;7;2632233;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;7;Clara Azurmendi;Backhand short service;7;;;;Construccion;;;
Beiwen Zhang;"-9;-16 (4)";24;2;4;2633233;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;4;;;;;;;Construccion;;;
Clara Azurmendi;"-4;5 (1)";24;3;2;2633233;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;2;;;;;;;Construccion;;;
Beiwen Zhang;"-3;-5 (1)";24;4;3;2633233;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;3;;;;;;;Construccion;;;
Clara Azurmendi;"-10;7 (1)";24;5;1;2633233;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;1;;;;;;;Construccion;;;
Beiwen Zhang;"-9;1 (1)";24;6;1;2633233;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;NET;;;;Unforced Clara Azurmendi;;;Construccion;;;
Beiwen Zhang;Rest Time (101);24;;;2638500;9900;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;;2;3;Spain Masters 2023;40;21;;;;;;Rest Time;;;;;
Beiwen Zhang;Rally Time (102);25;;;2648400;7366;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;;;;;;;;;;;
Beiwen Zhang;"-3;-25 (5)";25;1;7;2646400;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;7;Beiwen Zhang;Forehand short service;7;;;;Construccion;;;
Clara Azurmendi;"9;16 (5)";25;2;4;2647500;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;4;;;;;;;Construccion;;Modificada;
Beiwen Zhang;"13;-55 (3)";25;3;9;2647533;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;9;;;;;;;Attack;;;
Clara Azurmendi;"4;39 (1)";25;4;7;2648466;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;7;;;;;;;Defence;;;
Beiwen Zhang;"-14;-16 (7)";25;5;4;2648900;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;4;;;;;;;Defence;;;
Clara Azurmendi;"11;54 (1)";25;6;12;2650100;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;12;;;;;;;Construccion;;;
Beiwen Zhang;"-14;-16 (8)";25;7;4;2650100;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;4;;;;;;;Defence;;;
Clara Azurmendi;"9;54 (4)";25;8;12;2652300;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;12;;;;;;;Attack;;;
Beiwen Zhang;"-3;-47 (2)";25;9;7;2652866;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;7;;;;Winner Clara Azurmendi;;;Construccion;;;
Clara Azurmendi;Rest Time (102);25;;;2655766;19700;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;;2;3;Spain Masters 2023;40;21;;;;;;Rest Time;;;;;
Clara Azurmendi;Rally Time (103);26;;;2675466;5900;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;;;;;;;;;;;
Clara Azurmendi;"-3;25 (6)";26;1;6;2673466;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;6;Clara Azurmendi;Backhand short service;7;;;;Construccion;;;
Beiwen Zhang;"10;-15 (3)";26;2;1;2674533;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;1;;;;;;;Construccion;;;
Clara Azurmendi;"-13;11 (2)";26;3;1;2674533;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;1;;;;;;;Construccion;;;
Beiwen Zhang;"12;-55 (3)";26;4;9;2674533;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;9;;;;;;;Construccion;;;
Clara Azurmendi;"-12;14 (1)";26;5;1;2674533;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;1;;;;;;;Construccion;;;
Beiwen Zhang;"-3;-6 (2)";26;6;3;2674533;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;3;;;;;;;Construccion;;;
Clara Azurmendi;"15;55 (2)";26;7;12;2674533;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;12;;;;Winner Beiwen Zhang;;;Construccion;;;
Beiwen Zhang;Rest Time (103);26;;;2681366;17766;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;;2;3;Spain Masters 2023;40;21;;;;;;Rest Time;;;;;
Beiwen Zhang;Rally Time (104);27;;;2699133;2666;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;;;;;;;;;;;
Beiwen Zhang;"2;-25 (9)";27;1;6;2697133;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;6;Beiwen Zhang;Forehand short service;5;;;;Construccion;;;
Clara Azurmendi;"-3;15 (2)";27;2;2;2698233;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;2;;;;;;;Construccion;;;
Beiwen Zhang;"-20;-56 (1)";27;3;Out;2698233;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;OUT SIDE;;;;Unforced Clara Azurmendi;;;Construccion;;;
Clara Azurmendi;Rest Time (104);27;;;2701800;28466;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;;2;3;Spain Masters 2023;40;21;;;;;;Rest Time;;;;;
Clara Azurmendi;Rally Time (105);28;;;2730266;3366;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;;;;;;;;;;;
Beiwen Zhang;"-2;-27 (4)";28;1;7;2728266;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;7;Beiwen Zhang;Forehand short service;7;;;;Construccion;;;
Clara Azurmendi;"9;15 (2)";28;2;4;2729300;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;4;;;;;;;Construccion;;Modificada;
Beiwen Zhang;"11;-9 (2)";28;3;1;2729333;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;1;;;;;;;Construccion;;;
Clara Azurmendi;"-15;56 (1)";28;4;9;2729333;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;9;;;;Winner Beiwen Zhang;;;Construccion;;;
Clara Azurmendi;Rest Time (105);28;;;2733633;14966;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;;2;3;Spain Masters 2023;40;21;;;;;;Rest Time;;;;;
Clara Azurmendi;Rally Time (106);29;;;2748600;2833;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;;;;;;;;;;;
Beiwen Zhang;"3;-26 (3)";29;1;6;2746600;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;6;Beiwen Zhang;Forehand short service;5;;;;Construccion;;;
Clara Azurmendi;"-4;14 (1)";29;2;2;2747700;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;2;;;;;;;Construccion;;Modificada;
Beiwen Zhang;"12;-56 (1)";29;3;9;2747733;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;9;;;;;;;Attack;;;
Clara Azurmendi;"-14;43 (1)";29;4;5;2748666;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;5;;;;Winner Beiwen Zhang;;;Construccion;;;
Clara Azurmendi;Rest Time (106);29;;;2751433;13066;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;;2;3;Spain Masters 2023;40;21;;;;;;Rest Time;;;;;
Clara Azurmendi;Rally Time (107);30;;;2764500;2466;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;;;;;;;;;;;
Beiwen Zhang;"-3;-27 (6)";30;1;7;2762500;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;7;Beiwen Zhang;Forehand short service;7;;;;Construccion;;;
Clara Azurmendi;"9;14 (2)";30;2;4;2763566;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;4;;;;;;;Attack;;;
Beiwen Zhang;"-3;-42 (2)";30;3;7;2763600;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;7;;;;;;;Defence;;;
Clara Azurmendi;"-2;9 (1)";30;4;2;2764033;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;2;;;;;;;Attack;;;
Beiwen Zhang;"-3;1 (2)";30;5;2;2764466;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;NET;;;;Unforced Clara Azurmendi;;;Construccion;;;
Clara Azurmendi;Rest Time (107);30;;;2766966;12633;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;;2;3;Spain Masters 2023;40;21;;;;;;Rest Time;;;;;
Clara Azurmendi;Rally Time (108);31;;;2779600;12666;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;;;;;;;;;;;
Beiwen Zhang;"2;-26 (12)";31;1;6;2777600;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;6;Beiwen Zhang;Forehand short service;6;;;;Construccion;;;
Clara Azurmendi;"-4;15 (2)";31;2;2;2778733;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;2;;;;;;;Construccion;;Modificada;
Beiwen Zhang;"3;-9 (2)";31;3;2;2778766;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;2;;;;;;;Construccion;;;
Clara Azurmendi;"14;55 (5)";31;4;12;2778766;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;12;;;;;;F;Defence;;;
Beiwen Zhang;"12;-40 (1)";31;5;5;2781666;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;5;;;;;;;Construccion;;;
Clara Azurmendi;"-15;13 (2)";31;6;1;2781666;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;1;;;;;;;Defence;;;
Beiwen Zhang;"9;-54 (1)";31;7;9;2782900;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;9;;;;;;;Attack;;;
Clara Azurmendi;"3;40 (1)";31;8;7;2783533;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;7;;;;;;;Defence;;;
Beiwen Zhang;"4;-16 (5)";31;9;2;2783833;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;2;;;;;;;Construccion;;;
Clara Azurmendi;"-14;15 (1)";31;10;1;2783833;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;1;;;;;;;Defence;;;
Beiwen Zhang;"12;-54 (4)";31;11;9;2786000;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;9;;;;;;;Attack;;;
Clara Azurmendi;"14;39 (1)";31;12;8;2786833;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;8;;;;;;;Defence;;;
Beiwen Zhang;"15;-27 (1)";31;13;5;2787400;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;5;;;;;;;Construccion;;;
Clara Azurmendi;"14;37 (1)";31;14;8;2787400;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;8;;;;;;;Attack;;;
Beiwen Zhang;"-3;-36 (1)";31;15;7;2788900;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;7;;;;;;;Attack;;;
Clara Azurmendi;"-15;45 (1)";31;16;5;2789366;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;5;;;;Winner Beiwen Zhang;;;Construccion;;;
Clara Azurmendi;Rest Time (108);31;;;2792266;19066;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;;2;3;Spain Masters 2023;40;21;;;;;;Rest Time;;;;;
Clara Azurmendi;Rally Time (109);32;;;2811333;3433;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;;;;;;;;;;;
Beiwen Zhang;"-3;-26 (11)";32;1;7;2809333;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;7;Beiwen Zhang;Forehand short service;6;;;;Construccion;;;
Clara Azurmendi;"4;16 (3)";32;2;3;2810600;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;3;Spain Masters 2023;40;21;3;;;;;;;Construccion;;;
