Jugador del golpeo;Nombre;Rally;Stroke;Zone;Posición;Duración;#Rounds;Country Player1;Country Player2;Interval;Match;Play R or L Player1;Play R or L Player2;Player1;Player2;Rally Time;Round;Set;Tournament;WR Player1;WR Player2;Field Position;Player on C1;Type of service;Zona de C1;Game Phase;Rally Outcome;Rest Time;Tipo de recepcion;Reves;Barrido Fuerte;Match Duration 
Malvika Bansod;"10;42 (1)";29;29;8;625500;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;8;;;;Construccion;Winner Clara Azurmendi;;;;;
Clara Azurmendi;Rest Time (29);29;;;627933;22633;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;;1;1;Hylo Open 2022;39;36;;;;;;;Rest Time;;;;
Clara Azurmendi;Rally Time (30);30;;;650566;12800;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;;;;;;;;;;;
Clara Azurmendi;"-3;-26 (2)";30;1;7;648566;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;7;Clara Azurmendi;Backhand short service;7;Construccion;;;;;;
Malvika Bansod;"9;16 (2)";30;2;4;649700;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;4;;;;Construccion;;;;;;
Clara Azurmendi;"-9;-55 (1)";30;3;12;649700;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;12;;;;Construccion;;;;;;
Malvika Bansod;"12;53 (2)";30;4;12;649700;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;12;;;;Defence;;;;;;
Clara Azurmendi;"-11;-54 (2)";30;5;12;651500;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;12;;;;Construccion;;;;;;
Malvika Bansod;"-14;55 (4)";30;6;9;651500;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;9;;;;Construccion;;;;;;
Clara Azurmendi;"-11;-13 (2)";30;7;4;651500;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;4;;;;Construccion;;;;;;
Malvika Bansod;"3;6 (1)";30;8;3;651500;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;3;;;;Construccion;;;;;;
Clara Azurmendi;"-12;-55 (3)";30;9;12;651500;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;12;;;;Construccion;;;;;;
Malvika Bansod;"13;14 (1)";30;10;4;651500;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;4;;;;Defence;;;;;;
Clara Azurmendi;"11;-55 (2)";30;11;9;658933;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;9;;;;Attack;;;;;;
Malvika Bansod;"3;37 (1)";30;12;7;660033;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;7;;;;Defence;;;;;;
Clara Azurmendi;"-5;1 (2)";30;13;2;660566;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;NET;;;;Construccion;Error Malvika Bansod;;;;;
Malvika Bansod;Rest Time (30);30;;;663366;21066;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;;1;1;Hylo Open 2022;39;36;;;;;;;Rest Time;;;;
Malvika Bansod;Rally Time (31);31;;;684433;4666;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;;;;;;;;;;;
Clara Azurmendi;"2;-25 (5)";31;1;6;682433;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;6;Clara Azurmendi;Backhand flick;9;Construccion;;;;;;
Malvika Bansod;"-4;54 (1)";31;2;10;682900;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;10;;;;Construccion;;;;;;
Clara Azurmendi;"12;-55 (1)";31;3;9;682900;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;9;;;;Attack;;;;;;
Malvika Bansod;"12;37 (1)";31;4;8;684533;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;8;;;;Defence;;;;;;
Clara Azurmendi;"11;-15 (1)";31;5;1;685133;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;1;;;;Construccion;;;;;;
Malvika Bansod;"11;1 (2)";31;6;4;685133;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;NET;;;;Construccion;Unforced Clara Azurmendi;;;;;
Malvika Bansod;Rest Time (31);31;;;689100;13733;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;;1;1;Hylo Open 2022;39;36;;;;;;;Rest Time;;;;
Malvika Bansod;Rally Time (32);32;;;702833;18466;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;;;;;;;;;;;
Malvika Bansod;"2;26 (3)";32;1;7;700833;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;7;Malvika Bansod;Forehand short service;6;Construccion;;;;;;
Clara Azurmendi;"-4;-16 (2)";32;2;3;702033;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;3;;;;Construccion;;;;;;
Malvika Bansod;"-14;56 (3)";32;3;9;702033;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;9;;;;Defence;;;;;;
Clara Azurmendi;"12;-16 (1)";32;4;1;703166;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;1;;;;Construccion;;;;;;
Malvika Bansod;"13;54 (3)";32;5;12;703166;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;12;;;;Attack;;;;;;
Clara Azurmendi;"9;-45 (1)";32;6;5;704966;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;5;;;;Defence;;;;;;
Malvika Bansod;"-14;55 (5)";32;7;9;705466;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;9;;;;Defence;;;;;;
Clara Azurmendi;"-14;-55 (9)";32;8;12;706466;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;12;;;;Construccion;;;;;;
Malvika Bansod;"-14;55 (6)";32;9;9;706466;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;9;;;;Construccion;;;;;;
Clara Azurmendi;"-14;-56 (2)";32;10;12;706466;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;12;;;;Defence;;;;;;
Malvika Bansod;"-14;8 (1)";32;11;1;709933;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;1;;;;Construccion;;;;;;
Clara Azurmendi;"10;-6 (1)";32;12;1;709933;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;1;;;;Defence;;;;;;
Malvika Bansod;"-10;7 (1)";32;13;1;711766;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;1;;;;Construccion;;;;;;
Clara Azurmendi;"13;-54 (1)";32;14;9;711766;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;9;;;;Defence;;;;Reves;;
Malvika Bansod;"13;55 (1)";32;15;12;714133;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;12;;;;Defence;;;;Reves;;
Clara Azurmendi;"13;-56 (2)";32;16;9;715300;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;9;;;;Construccion;;;;;;
Malvika Bansod;"12;13 (1)";32;17;4;715300;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;4;;;;Defence;;;;;;
Clara Azurmendi;"13;-56 (3)";32;18;9;717233;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;9;;;;Construccion;;;;;;
Malvika Bansod;"13;18 (1)";32;19;4;717233;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;4;;;;Construccion;Winner Clara Azurmendi;;;;;
Clara Azurmendi;Rest Time (32);32;;;721300;28066;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;;1;1;Hylo Open 2022;39;36;;;;;;;Rest Time;;;;
Clara Azurmendi;Rally Time (33);33;;;749366;11766;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;;;;;;;;;;;
Clara Azurmendi;"-2;-26 (3)";33;1;7;747366;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;7;Clara Azurmendi;Backhand short service;7;Construccion;;;;;;
Malvika Bansod;"9;16 (3)";33;2;4;748566;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;4;;;;Construccion;;;;;;
Clara Azurmendi;"-13;-54 (1)";33;3;12;748566;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;12;;;;Defence;;;;;;
Malvika Bansod;"13;54 (4)";33;4;12;749866;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;12;;;;Construccion;;;;;;
Clara Azurmendi;"-14;-55 (10)";33;5;12;749866;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;12;;;;Defence;;;;;;
Malvika Bansod;"-14;56 (4)";33;6;9;752166;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;9;;;;Construccion;;;;;;
Clara Azurmendi;"14;-13 (1)";33;7;1;752166;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;1;;;;Defence;;;;;;
Malvika Bansod;"12;55 (3)";33;8;12;754566;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;12;;;;Attack;;;;;;
Clara Azurmendi;"-14;-38 (2)";33;9;8;755500;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;8;;;;Defence;;;;;;
Malvika Bansod;"-11;11 (1)";33;10;1;756133;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;1;;;;Construccion;;;;;;
Clara Azurmendi;"13;-55 (3)";33;11;9;756133;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;9;;;;Attack;;;;;;
Malvika Bansod;"16;42 (1)";33;12;8;758566;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;8;;;;Construccion;Winner Clara Azurmendi;;;;;
Malvika Bansod;Rest Time (33);33;;;761133;42800;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;;1;1;Hylo Open 2022;39;36;;;;;;;Rest Time;;;;
Malvika Bansod;Rally Time (34);34;;;803933;8200;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;;;;;;;;;;;
Clara Azurmendi;"3;-26 (1)";34;1;6;801933;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;6;Clara Azurmendi;Backhand short service;8;Construccion;;;;;;
Malvika Bansod;"-13;16 (1)";34;2;1;803000;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;1;;;;Construccion;;;;;;
Clara Azurmendi;"15;-56 (1)";34;3;9;803000;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;9;;;;Attack;;;;;;
Malvika Bansod;"13;34 (1)";34;4;8;804033;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;8;;;;Defence;;;;;;
Clara Azurmendi;"3;-16 (1)";34;5;2;804700;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;2;;;;Construccion;;;;;;
Malvika Bansod;"-15;55 (4)";34;6;9;804700;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;9;;;;Defence;;;;;;
Clara Azurmendi;"-13;-14 (1)";34;7;4;806500;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;4;;;;Construccion;;;;;;
Malvika Bansod;"12;55 (4)";34;8;12;806500;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;12;;;;Attack;;;;;;
Clara Azurmendi;"4;-40 (1)";34;9;6;808566;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;6;;;;Defence;;;;;;
Malvika Bansod;"-4;1 (1)";34;10;2;808966;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;NET;;;;Construccion;Error Clara Azurmendi;;;;;
Malvika Bansod;Rest Time (34);34;;;812133;13833;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;;1;1;Hylo Open 2022;39;36;;;;;;;Rest Time;;;;
Malvika Bansod;Rally Time (35);35;;;825966;11200;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;;;;;;;;;;;
Malvika Bansod;"-3;26 (1)";35;1;6;823966;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;6;Malvika Bansod;Forehand short service;2;Construccion;;;;;;
Clara Azurmendi;"5;-17 (3)";35;2;2;825200;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;2;;;;Construccion;;;;;;
Malvika Bansod;"3;6 (2)";35;3;3;825200;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;3;;;;Construccion;;;;;;
Clara Azurmendi;"-3;-7 (1)";35;4;3;825200;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;3;;;;Construccion;;;;;;
Malvika Bansod;"4;56 (1)";35;5;11;825200;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;11;;;;Construccion;;;;;;
Clara Azurmendi;"-3;-16 (2)";35;6;3;825200;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;3;;;;Construccion;;;;;;
Malvika Bansod;"12;53 (3)";35;7;12;825200;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;12;;;;Defence;;;;;;
Clara Azurmendi;"-9;-56 (1)";35;8;12;830333;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;12;;;;Attack;;;;;;
Malvika Bansod;"3;30 (1)";35;9;7;831400;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;7;;;;Defence;;;;;;
Clara Azurmendi;"-13;-14 (2)";35;10;4;831933;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;4;;;;Defence;;;;;;
Malvika Bansod;"-14;55 (7)";35;11;9;833566;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;9;;;;Attack;;;;;;
Clara Azurmendi;"-15;-46 (1)";35;12;8;834400;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;8;;;;Construccion;Winner Malvika Bansod;;;;;
Clara Azurmendi;Rest Time (35);35;;;837166;16400;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;;1;1;Hylo Open 2022;39;36;;;;;;;Rest Time;;;;
Clara Azurmendi;Rally Time (36);36;;;853566;18400;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;;;;;;;;;;;
Malvika Bansod;"3;26 (2)";36;1;7;851566;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;7;Malvika Bansod;Forehand short service;5;Construccion;;;;;;
Clara Azurmendi;"-3;-15 (1)";36;2;3;852700;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;3;;;;Construccion;;;;;;
Malvika Bansod;"-4;7 (1)";36;3;2;852700;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;2;;;;Construccion;;;;;;
Clara Azurmendi;"-14;-55 (11)";36;4;12;852700;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;12;;;;Attack;;;;;;
Malvika Bansod;"-4;37 (1)";36;5;6;855600;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;6;;;;Defence;;;;;;
Clara Azurmendi;"-14;-16 (1)";36;6;4;855600;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;4;;;;Construccion;;;;;;
Malvika Bansod;"-15;55 (5)";36;7;9;855600;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;9;;;;Defence;;;;;;
Clara Azurmendi;"-16;-55 (1)";36;8;12;857700;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;12;;;;Construccion;;;;;;
Malvika Bansod;"-14;55 (8)";36;9;9;857700;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;9;;;;Construccion;;;;;;
Clara Azurmendi;"13;-16 (2)";36;10;1;857700;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;1;;;;Construccion;;;;;;
Malvika Bansod;"13;56 (1)";36;11;12;857700;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;12;;;;Defence;;;;Reves;;
Clara Azurmendi;"12;-15 (2)";36;12;1;861433;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;1;;;;Construccion;;;;;;
Malvika Bansod;"12;54 (3)";36;13;12;861433;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;12;;;;Attack;;;;;;
Clara Azurmendi;"13;-40 (1)";36;14;5;863166;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;5;;;;Defence;;;;;;
Malvika Bansod;"14;54 (2)";36;15;12;863733;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;12;;;;Attack;;;;;;
Clara Azurmendi;"11;-41 (1)";36;16;5;864700;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;5;;;;Defence;;;;;;
Malvika Bansod;"12;7 (1)";36;17;4;865233;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;4;;;;Construccion;;;;;;
Clara Azurmendi;"13;-56 (4)";36;18;9;865233;5000;5;IND;ESP;After;Malvika Bansod-Clara Azurmendi;Left handed;Right handed;Malvika Bansod;Clara Azurmendi;Rally Time;1;1;Hylo Open 2022;39;36;9;;;;Construccion;;;;;;
