Jugador del golpeo;Nombre;Rally;Stroke;Zone;Posición;Duración;#Rounds;Country Player1;Country Player2;Interval;Match;Play R or L Player1;Play R or L Player2;Player1;Player2;Rally Time;Round;Set;Tournament;WR Player1;WR Player2;Field Position;Player on C1;Type of service;Zona de C1;Game Phase;Barrido Fuerte;Rally Outcome;Rest Time;Tipo de recepcion;Reves;Match Duration 
Clara Azurmendi;"13;-42 (1)";22;5;5;2817840;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;5;;;;Construccion;;Winner Pusarla V Shindu;;;;
Pusharla V Shindu;Rest Time (88);22;;;2820480;24280;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;;2;3;Indonesia Master 2021;58;7;;;;;;;;Rest Time;;;
Pusharla V Shindu;Rally Time (89);23;;;2844760;12520;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;;;;;;;;;;;
Pusharla V Shindu;"-2;24 (4)";23;1;6;2842760;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;6;Pusarla V Shindu;Backhand short service;6;Construccion;;;;;;
Clara Azurmendi;"5;-17 (5)";23;2;2;2843760;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;2;;;;Construccion;;;;Modificada;;
Pusharla V Shindu;"-13;54 (5)";23;3;9;2843760;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;9;;;;Attack;;;;;;
Clara Azurmendi;"11;-36 (1)";23;4;5;2844600;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;5;;;;Defence;;;;;;
Pusharla V Shindu;"11;12 (1)";23;5;4;2845280;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;4;;;;Construccion;;;;;;
Clara Azurmendi;"11;-5 (1)";23;6;1;2845280;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;1;;;;Defence;;;;;;
Pusharla V Shindu;"4;5 (1)";23;7;3;2847080;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;3;;;;Defence;;;;;;
Clara Azurmendi;"3;-53 (1)";23;8;10;2848240;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;10;;;;Attack;;;;;;
Pusharla V Shindu;"13;33 (3)";23;9;8;2850320;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;8;;;;Defence;;;;;;
Clara Azurmendi;"12;-16 (1)";23;10;1;2850920;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;1;;;;Construccion;;;;;;
Pusharla V Shindu;"-13;55 (5)";23;11;9;2850920;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;9;;;;Defence;;;;;;
Clara Azurmendi;"-8;-54 (1)";23;12;12;2852720;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;12;;;;Construccion;;;;;;
Pusharla V Shindu;"-18;18 (1)";23;13;Out;2852720;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;OUT SIDE;;;;Construccion;;Unforced Clara Azurmendi;;;;
Clara Azurmendi;Rest Time (89);23;;;2857280;18040;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;;2;3;Indonesia Master 2021;58;7;;;;;;;;Rest Time;;;
Clara Azurmendi;Rally Time (90);24;;;2875320;12760;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;;;;;;;;;;;
Pusharla V Shindu;"2;25 (17)";24;1;7;2873320;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;7;Pusarla V Shindu;Backhand short service;3;Construccion;;;;;;
Clara Azurmendi;"-10;-18 (1)";24;2;4;2874320;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;4;;;;Construccion;;;;Finta;;
Pusharla V Shindu;"-13;54 (6)";24;3;9;2874320;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;9;;;;Construccion;;;;;;
Clara Azurmendi;"14;-16 (1)";24;4;1;2874320;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;1;;;;Defence;;;;;;
Pusharla V Shindu;"-14;9 (2)";24;5;1;2876120;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;1;;;;Construccion;;;;;;
Clara Azurmendi;"-13;-6 (2)";24;6;4;2876120;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;4;;;;Defence;;;;;;
Pusharla V Shindu;"-11;56 (3)";24;7;9;2878040;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;9;;;;Construccion;;;;;;
Clara Azurmendi;"-11;-55 (3)";24;8;12;2878040;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;12;;;;Attack;;;;;;
Pusharla V Shindu;"11;37 (1)";24;9;8;2881400;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;8;;;;Defence;;;;;;
Clara Azurmendi;"11;-11 (2)";24;10;1;2881760;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;1;;;;Construccion;;;;;;
Pusharla V Shindu;"13;6 (2)";24;11;4;2881760;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;4;;;;Defence;;;;;;
Clara Azurmendi;"-13;-8 (1)";24;12;4;2883920;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;4;;;;Construccion;;;;;;
Pusharla V Shindu;"-12;55 (4)";24;13;9;2883920;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;9;;;;Construccion;;Winner Clara Azurmendi;;;;
Clara Azurmendi;Rest Time (90);24;;;2888080;21960;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;;2;3;Indonesia Master 2021;58;7;;;;;;;;Rest Time;;;
Clara Azurmendi;Rally Time (91);25;;;2910040;5280;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;;;;;;;;;;;
Clara Azurmendi;"-2;-25 (7)";25;1;7;2908040;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;7;Clara Azurmendi;Backhand flick;10;Construccion;;;;;;
Pusharla V Shindu;"9;54 (2)";25;2;12;2908960;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;12;;;;Construccion;;;;;;
Clara Azurmendi;"-4;-36 (1)";25;3;7;2909600;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;7;;;;Construccion;;;;;;
Pusharla V Shindu;"-14;12 (4)";25;4;1;2909600;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;1;;;;Construccion;;;;;;
Clara Azurmendi;"-14;-54 (9)";25;5;12;2909600;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;12;;;;Defence;F;;;;;
Pusharla V Shindu;"-14;33 (1)";25;6;5;2912040;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;5;;;;Construccion;;;;;;
Clara Azurmendi;"-13;-53 (1)";25;7;12;2912040;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;12;;;;Attack;;;;;;
Pusharla V Shindu;"15;39 (1)";25;8;8;2912680;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;8;;;;Construccion;;Winner Clara Azurmendi;;;;
Pusharla V Shindu;Rest Time (91);25;;;2915320;15640;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;;2;3;Indonesia Master 2021;58;7;;;;;;;;Rest Time;;;
Pusharla V Shindu;Rally Time (92);26;;;2930960;4160;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;;;;;;;;;;;
Clara Azurmendi;"2;-25 (8)";26;1;6;2928960;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;6;Clara Azurmendi;Backhand short service;8;Construccion;;;;;;
Pusharla V Shindu;"-14;17 (2)";26;2;1;2929920;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;1;;;;Construccion;;;;;;
Clara Azurmendi;"14;-55 (8)";26;3;9;2929920;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;9;;;;Defence;;;;;;
Pusharla V Shindu;"-14;55 (18)";26;4;9;2931000;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;9;;;;Attack;;;;;;
Clara Azurmendi;"-18;-30 (1)";26;5;Out;2932360;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;OUT SIDE;;;;Construccion;;Unforced Pusarla V Shindu;;;;
Pusharla V Shindu;Rest Time (92);26;;;2935120;31880;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;;2;3;Indonesia Master 2021;58;7;;;;;;;;Rest Time;;;
Pusharla V Shindu;Rally Time (93);27;;;2967000;11280;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;;;;;;;;;;;
Clara Azurmendi;"-2;-25 (8)";27;1;7;2965000;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;7;Clara Azurmendi;Backhand short service;7;Construccion;;;;;;
Pusharla V Shindu;"9;17 (2)";27;2;4;2965800;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;4;;;;Construccion;;;;Finta;;
Clara Azurmendi;"14;-55 (9)";27;3;9;2966120;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;9;;;;Defence;;;;;Reves;
Pusharla V Shindu;"12;7 (2)";27;4;4;2967160;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;4;;;;Construccion;;;;;;
Clara Azurmendi;"-3;-6 (1)";27;5;3;2967160;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;3;;;;Defence;;;;;;
Pusharla V Shindu;"-14;56 (5)";27;6;9;2969040;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;9;;;;Attack;;;;;;
Clara Azurmendi;"14;-28 (1)";27;7;5;2970360;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;5;;;;Defence;;;;;;
Pusharla V Shindu;"2;5 (1)";27;8;3;2971200;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;3;;;;Construccion;;;;;;
Clara Azurmendi;"2;-6 (1)";27;9;2;2971200;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;2;;;;Defence;;;;;;
Pusharla V Shindu;"-3;57 (1)";27;10;10;2973040;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;10;;;;Construccion;;;;;;
Clara Azurmendi;"-13;-55 (6)";27;11;12;2973040;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;12;;;;Construccion;;;;;;
Pusharla V Shindu;"14;16 (3)";27;12;4;2973040;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;4;;;;Construccion;;Winner Clara Azurmendi;;;;
Pusharla V Shindu;Rest Time (93);27;;;2978280;17000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;;2;3;Indonesia Master 2021;58;7;;;;;;;;Rest Time;;;
Pusharla V Shindu;Rally Time (94);28;;;2995280;2200;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;;;;;;;;;;;
Clara Azurmendi;"2;-25 (9)";28;1;6;2993280;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;6;Clara Azurmendi;Backhand short service;6;Construccion;;;;;;
Pusharla V Shindu;"-4;17 (1)";28;2;2;2994120;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;2;;;;Construccion;;;;Modificada/Finta;;
Clara Azurmendi;"-13;-8 (2)";28;3;4;2994360;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;4;;;;Construccion;;Winner Pusarla V Shindu;;;;
Pusharla V Shindu;Rest Time (94);28;;;2997480;17960;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;;2;3;Indonesia Master 2021;58;7;;;;;;;;Rest Time;;;
Pusharla V Shindu;Rally Time (95);29;;;3015440;17080;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;;;;;;;;;;;
Pusharla V Shindu;"-2;25 (15)";29;1;6;3013440;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;6;Pusarla V Shindu;Backhand short service;6;Construccion;;;;;;
Clara Azurmendi;"5;-17 (6)";29;2;2;3014440;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;2;;;;Construccion;;;;;;
Pusharla V Shindu;"3;6 (2)";29;3;3;3014440;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;3;;;;Defence;;;;;;
Clara Azurmendi;"11;-55 (2)";29;4;9;3015240;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;9;;;;Construccion;;;;;;
Pusharla V Shindu;"14;17 (1)";29;5;4;3015240;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;4;;;;Defence;;;;;;
Clara Azurmendi;"14;-13 (1)";29;6;1;3017760;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;1;;;;Construccion;;;;;;
Pusharla V Shindu;"14;8 (1)";29;7;4;3017760;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;4;;;;Construccion;;;;;;
Clara Azurmendi;"11;-7 (4)";29;8;1;3017760;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;1;;;;Construccion;;;;;;
Pusharla V Shindu;"12;6 (1)";29;9;4;3021400;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;4;;;;Defence;;;;;;
Clara Azurmendi;"10;-54 (2)";29;10;9;3021640;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;9;;;;Attack;;;;;;
Pusharla V Shindu;"-10;34 (1)";29;11;5;3023560;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;5;;;;Defence;;;;;;
Clara Azurmendi;"-14;-17 (4)";29;12;4;3024120;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;4;;;;Construccion;;;;;;
Pusharla V Shindu;"-14;10 (1)";29;13;1;3024120;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;1;;;;Defence;;;;;;
Clara Azurmendi;"14;-55 (10)";29;14;9;3026520;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;9;;;;Construccion;;;;;;
Pusharla V Shindu;"14;12 (1)";29;15;4;3026520;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;4;;;;Defence;;;;;;
Clara Azurmendi;"10;-8 (1)";29;16;1;3028240;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;1;;;;Construccion;;;;;;
Pusharla V Shindu;"10;1 (1)";29;17;4;3028240;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;NET;;;;Construccion;;Unforced Clara Azurmendi;;;;
Clara Azurmendi;Rest Time (95);29;;;3032520;24600;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;;2;3;Indonesia Master 2021;58;7;;;;;;;;Rest Time;;;
Clara Azurmendi;Rally Time (96);30;;;3057120;7880;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;;;;;;;;;;;
Pusharla V Shindu;"2;25 (18)";30;1;7;3055120;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;7;Pusarla V Shindu;Backhand short service;3;Construccion;;;;;;
Clara Azurmendi;"-10;-17 (3)";30;2;4;3056200;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;4;;;;Construccion;;;;;;
Pusharla V Shindu;"11;8 (1)";30;3;4;3056200;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;4;;;;Construccion;;;;;;
Clara Azurmendi;"-11;-55 (4)";30;4;12;3056200;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;12;;;;Construccion;;;;;;
Pusharla V Shindu;"-15;55 (7)";30;5;9;3056200;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;9;;;;Defence;;;;;;
Clara Azurmendi;"-11;-16 (1)";30;6;4;3058680;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;4;;;;Construccion;;;;;;
Pusharla V Shindu;"11;53 (1)";30;7;12;3058680;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;12;;;;Construccion;;;;;;
Clara Azurmendi;"13;-40 (2)";30;8;5;3058680;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;5;;;;Defence;;;;;;
Pusharla V Shindu;"13;54 (5)";30;9;12;3060640;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;12;;;;Attack;;;;;;
Clara Azurmendi;"9;-37 (1)";30;10;5;3061640;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;5;;;;Defence;;;;;;
