Jugador del golpeo;Nombre;Rally;Stroke;Zone;Posición;Duración;#Rounds;Country Player1;Country Player2;Interval;Match;Match Duration;Play R or L Player1;Play R or L Player2;Player1;Player2;Rally Time;Round;Set;Tournament;WR Player1;WR Player2;Field Position;Player on C1;Type of service;Zona de C1;Rally Outcome;Rest Time;Game Phase;Barrido Fuerte;Reves;Tipo de recepcion 
Fitriani Fitriani;"4;1 (1)";9;3;3;857066;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;NET;;;;Unforced Mutiara Ayu Puspitasar;;Construccion;;;
Mutiara Ayu Puspitasar;Rest Time (43);9;;;860333;13400;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;;1;2;Akmil Open 2021;40;430;;;;;;Rest Time;;;;
Mutiara Ayu Puspitasar;Rally Time (44);10;;;873733;8733;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;;;;;;;;;;
Fitriani Fitriani;"-2;25 (5)";10;1;6;871733;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;6;Fitriani Fitriani;Forehand long service;11;;;Construccion;;;
Mutiara Ayu Puspitasar;"14;-54 (2)";10;2;9;874133;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;9;;;;;;Construccion;;;
Fitriani Fitriani;"-16;9 (1)";10;3;1;874133;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;NET;;;;;;Defence;;;
Mutiara Ayu Puspitasar;"-13;-5 (2)";10;4;4;875800;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;4;;;;;;Construccion;;;
Fitriani Fitriani;"-14;6 (1)";10;5;1;875800;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;1;;;;;;Defence;;;
Mutiara Ayu Puspitasar;"-10;-56 (1)";10;6;12;877166;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;12;;;;Winner Fitriani Fitriani;;Construccion;;;
Mutiara Ayu Puspitasar;Rest Time (44);10;;;882466;11233;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;;1;2;Akmil Open 2021;40;430;;;;;;Rest Time;;;;
Mutiara Ayu Puspitasar;Rally Time (45);11;;;893700;3933;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;;;;;;;;;;
Fitriani Fitriani;"2;26 (2)";11;1;7;891700;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;7;Fitriani Fitriani;Forehand long service;11;;;Construccion;;;
Mutiara Ayu Puspitasar;"-14;-53 (2)";11;2;12;894233;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;12;;;;;;Construccion;;;
Fitriani Fitriani;"-20;55 (2)";11;3;Out;894233;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;OUT SIDE;;;;Unforced Mutiara Ayu Puspitasar;;Construccion;;;
Mutiara Ayu Puspitasar;Rest Time (45);11;;;897633;10766;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;;1;2;Akmil Open 2021;40;430;;;;;;Rest Time;;;;
Mutiara Ayu Puspitasar;Rally Time (46);12;;;908400;20266;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;;;;;;;;;;
Fitriani Fitriani;"-2;26 (2)";12;1;6;906400;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;6;Fitriani Fitriani;Forehand long service;10;;;Construccion;;;
Mutiara Ayu Puspitasar;"11;-53 (2)";12;2;9;908766;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;9;;;;;;Attack;;;
Fitriani Fitriani;"16;36 (1)";12;3;8;909700;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;8;;;;;;Defence;;;
Mutiara Ayu Puspitasar;"13;-40 (1)";12;4;5;909733;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;5;;;;;;Construccion;;;
Fitriani Fitriani;"11;14 (1)";12;5;4;909733;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;4;;;;;;Construccion;;;
Mutiara Ayu Puspitasar;"-13;-54 (1)";12;6;12;909733;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;12;;;;;;Defence;;;
Fitriani Fitriani;"-13;14 (1)";12;7;1;912366;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;1;;;;;;Construccion;;;
Mutiara Ayu Puspitasar;"-13;-14 (2)";12;8;4;912366;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;4;;;;;;Construccion;;;
Fitriani Fitriani;"-14;56 (3)";12;9;9;912366;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;9;;;;;;Defence;;Reves;
Mutiara Ayu Puspitasar;"-13;-54 (2)";12;10;12;915200;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;12;;;;;;Construccion;;;
Fitriani Fitriani;"-10;11 (1)";12;11;1;915200;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;1;;;;;;Construccion;;;
Mutiara Ayu Puspitasar;"11;-54 (1)";12;12;9;915200;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;9;;;;;;Defence;F;;
Fitriani Fitriani;"4;32 (1)";12;13;7;919200;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;7;;;;;;Construccion;;;
Mutiara Ayu Puspitasar;"-15;-17 (1)";12;14;4;919200;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;4;;;;;;Defence;;;
Fitriani Fitriani;"-14;55 (7)";12;15;9;920233;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;9;;;;;;Construccion;;;
Mutiara Ayu Puspitasar;"-15;-35 (2)";12;16;8;920233;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;8;;;;;;Defence;;;
Fitriani Fitriani;"-13;9 (1)";12;17;1;922633;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;1;;;;;;Construccion;;;
Mutiara Ayu Puspitasar;"12;-11 (1)";12;18;1;922633;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;1;;;;;;Defence;;;
Fitriani Fitriani;"4;54 (1)";12;19;11;924400;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;11;;;;;;Attack;;;
Mutiara Ayu Puspitasar;"-4;1 (1)";12;20;2;926633;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;NET;;;;Unforced Fitriani Fitriani;;Construccion;;;
Mutiara Ayu Puspitasar;Rest Time (46);12;;;928666;6466;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;;1;2;Akmil Open 2021;40;430;;;;;;Rest Time;;;;
Mutiara Ayu Puspitasar;Rally Time (47);13;;;935133;4266;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;;;;;;;;;;
Mutiara Ayu Puspitasar;"2;-24 (5)";13;1;6;933133;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;6;Mutiara Ayu Puspitasar;Backhand short service;3;;;Construccion;;;
Fitriani Fitriani;"-7;18 (1)";13;2;1;934100;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;1;;;;;;Construccion;;;
Mutiara Ayu Puspitasar;"13;-54 (6)";13;3;9;934100;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;9;;;;;;Defence;;;
Fitriani Fitriani;"13;54 (2)";13;4;12;935200;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;12;;;;;;Attack;;;
Mutiara Ayu Puspitasar;"13;-44 (1)";13;5;5;937000;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;5;;;;Winner Fitriani Fitriani;;Construccion;;;
Fitriani Fitriani;Rest Time (47);13;;;939400;7433;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;;1;2;Akmil Open 2021;40;430;;;;;;Rest Time;;;;
Fitriani Fitriani;Rally Time (48);14;;;946833;5066;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;;;;;;;;;;
Fitriani Fitriani;"3;25 (1)";14;1;7;944833;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;7;Fitriani Fitriani;Forehand long service;10;;;Construccion;;;
Mutiara Ayu Puspitasar;"-10;-54 (1)";14;2;12;947466;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;12;;;;;;Attack;;;
Fitriani Fitriani;"-12;36 (1)";14;3;5;947800;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;5;;;;;;Defence;;;
Mutiara Ayu Puspitasar;"-13;-60 (1)";14;4;12;947900;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;OUT LENGTH;;;;Error Fitriani Fitriani;;Construccion;;;
Mutiara Ayu Puspitasar;Rest Time (48);14;;;951900;17200;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;;1;2;Akmil Open 2021;40;430;;;;;;Rest Time;;;;
Mutiara Ayu Puspitasar;Rally Time (49);15;;;969100;2900;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;;;;;;;;;;
Mutiara Ayu Puspitasar;"-1;-24 (2)";15;1;7;967100;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;7;Mutiara Ayu Puspitasar;Backhand short service;3;;;Construccion;;;
Fitriani Fitriani;"8;18 (1)";15;2;4;967866;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;4;;;;;;Construccion;;;
Mutiara Ayu Puspitasar;"-13;-52 (1)";15;3;12;967866;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;12;;;;;;Attack;;;
Fitriani Fitriani;"9;37 (1)";15;4;8;968600;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;8;;;;;;Defence;;;
Mutiara Ayu Puspitasar;"11;1 (1)";15;5;4;969133;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;NET;;;;Error Fitriani Fitriani;;Construccion;;;
Fitriani Fitriani;Rest Time (49);15;;;972000;16000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;;1;2;Akmil Open 2021;40;430;;;;;;Rest Time;;;;
Fitriani Fitriani;Rally Time (50);16;;;988000;2900;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;;;;;;;;;;
Mutiara Ayu Puspitasar;"2;-23 (1)";16;1;6;986000;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;6;Mutiara Ayu Puspitasar;Backhand short service;6;;;Construccion;;;
Fitriani Fitriani;"-5;19 (1)";16;2;2;986866;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;2;;;;;;Construccion;;;
Mutiara Ayu Puspitasar;"-15;-56 (2)";16;3;12;986866;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;12;;;;Winner Fitriani Fitriani;;Construccion;;;
Fitriani Fitriani;Rest Time (50);16;;;990900;13800;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;;1;2;Akmil Open 2021;40;430;;;;;;Rest Time;;;;
Fitriani Fitriani;Rally Time (51);17;;;1004700;24833;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;;;;;;;;;;
Fitriani Fitriani;"-2;25 (6)";17;1;6;1002700;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;6;Fitriani Fitriani;Forehand long service;10;;;Construccion;;;
Mutiara Ayu Puspitasar;"10;-55 (1)";17;2;9;1005333;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;9;;;;;;Construccion;;;
Fitriani Fitriani;"13;53 (1)";17;3;12;1005333;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;12;;;;;;Defence;;;
Mutiara Ayu Puspitasar;"13;-53 (1)";17;4;9;1006166;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;9;;;;;;Construccion;;;
Fitriani Fitriani;"9;12 (1)";17;5;4;1006166;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;4;;;;;;Construccion;;;
Mutiara Ayu Puspitasar;"11;-7 (1)";17;6;1;1006166;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;1;;;;;;Construccion;;;
Fitriani Fitriani;"2;5 (1)";17;7;3;1006166;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;3;;;;;;Defence;;;
Mutiara Ayu Puspitasar;"9;-54 (3)";17;8;9;1012066;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;9;;;;;;Construccion;;;
Fitriani Fitriani;"-13;57 (1)";17;9;9;1012066;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;9;;;;;;Construccion;;;
Mutiara Ayu Puspitasar;"-13;-55 (1)";17;10;12;1012066;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;12;;;;;;Construccion;;;
Fitriani Fitriani;"-13;11 (1)";17;11;1;1012066;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;1;;;;;;Construccion;;;
Mutiara Ayu Puspitasar;"-14;-7 (1)";17;12;4;1012066;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;4;;;;;;Construccion;;;
Fitriani Fitriani;"-13;5 (1)";17;13;1;1012066;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;1;;;;;;Defence;;;
Mutiara Ayu Puspitasar;"-9;-54 (1)";17;14;12;1017933;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;12;;;;;;Construccion;;;
Fitriani Fitriani;"-14;54 (4)";17;15;9;1017933;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;9;;;;;;Defence;;Reves;
Mutiara Ayu Puspitasar;"-10;-53 (2)";17;16;12;1020500;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;12;;;;;;Attack;;;
Fitriani Fitriani;"11;25 (1)";17;17;8;1022133;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;8;;;;;;Defence;;;
Mutiara Ayu Puspitasar;"11;-15 (1)";17;18;1;1022766;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;1;;;;;;Defence;;;
Fitriani Fitriani;"-13;55 (3)";17;19;9;1024533;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;9;;;;;;Attack;;;
Mutiara Ayu Puspitasar;"14;-40 (2)";17;20;5;1026633;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;5;;;;;;Defence;;;
Fitriani Fitriani;"23;11 (1)";17;21;Out;1026666;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;OUT SIDE;;;;Error Mutiara Ayu Puspitasar;;Construccion;;;
Mutiara Ayu Puspitasar;Rest Time (51);17;;;1029533;21566;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;;1;2;Akmil Open 2021;40;430;;;;;;Rest Time;;;;
Mutiara Ayu Puspitasar;Rally Time (52);18;;;1051100;9666;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;;;;;;;;;;
Fitriani Fitriani;"2;26 (3)";18;1;7;1049100;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;7;Fitriani Fitriani;Forehand long service;9;;;Construccion;;;
Mutiara Ayu Puspitasar;"-3;-54 (2)";18;2;11;1052400;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;11;;;;;;Attack;;;
Fitriani Fitriani;"-15;37 (1)";18;3;5;1053000;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;5;;;;;;Defence;;;
Mutiara Ayu Puspitasar;"-13;-14 (3)";18;4;4;1053000;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;4;;;;;;Construccion;;;
