Jugador del golpeo;Nombre;Rally;Stroke;Zone;Posición;Duración;#Rounds;Country Player1;Country Player2;Interval;Match;Play R or L Player1;Play R or L Player2;Player1;Player2;Rally Time;Round;Set;Tournament;WR Player1;WR Player2;Field Position;Player on C1;Type of service;Zona de C1;Game Phase;Rally Outcome;Rest Time;Tipo de recepcion;Reves;Barrido Fuerte;Match Duration
Leonice Huet;"-15;1 (1)";12;5;1;547000;4000;5;UKR;FRA;Before;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;NET;;;;Construccion;Error Maria Ulitina;;;;;
Maria Ulitina;Rest Time (12);12;;;549600;16560;5;UKR;FRA;Before;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;;1;1;Indonesia Master 2021;84;69;;;;;;;Rest Time;;;;
Maria Ulitina;Rally Time (13);13;;;566160;7880;5;UKR;FRA;Before;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;;;;;;;;;;;
Leonice Huet;"2;-25 (1)";13;1;6;564160;4000;5;UKR;FRA;Before;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;6;Leonice Huet;Forehand short service;2;Construccion;;;;;;
Maria Ulitina;"-5;17 (1)";13;2;2;565160;4000;5;UKR;FRA;Before;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;2;;;;Construccion;;;Finta;;;
Leonice Huet;"13;-55 (1)";13;3;9;565280;4000;5;UKR;FRA;Before;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;9;;;;Defence;;;;;;
Maria Ulitina;"-14;54 (1)";13;4;9;566360;4000;5;UKR;FRA;Before;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;9;;;;Attack;;;;;;
Leonice Huet;"-4;-38 (1)";13;5;7;567920;4000;5;UKR;FRA;Before;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;7;;;;Defence;;;;;;
Maria Ulitina;"13;15 (1)";13;6;4;568480;4000;5;UKR;FRA;Before;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;4;;;;Construccion;;;;;;
Leonice Huet;"14;-54 (1)";13;7;9;568480;4000;5;UKR;FRA;Before;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;9;;;;Defence;;;;Reves;;
Maria Ulitina;"14;54 (5)";13;8;12;570000;4000;5;UKR;FRA;Before;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;12;;;;Defence;;;;;;
Leonice Huet;"12;1 (1)";13;9;4;571040;4000;5;UKR;FRA;Before;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;NET;;;;Construccion;Error Maria Ulitina;;;;;
Maria Ulitina;Rest Time (13);13;;;574040;15880;5;UKR;FRA;Before;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;;1;1;Indonesia Master 2021;84;69;;;;;;;Rest Time;;;;
Maria Ulitina;Rally Time (14);14;;;589920;2880;5;UKR;FRA;Before;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;;;;;;;;;;;
Leonice Huet;"-2;-24 (1)";14;1;7;587920;4000;5;UKR;FRA;Before;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;7;Leonice Huet;Forehand long service;11;Construccion;;;;;;
Maria Ulitina;"14;54 (6)";14;2;12;590120;4000;5;UKR;FRA;Before;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;12;;;;Attack;;;;;;
Leonice Huet;"15;-40 (3)";14;3;5;590160;4000;5;UKR;FRA;Before;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;5;;;;Construccion;Winner Maria Ulitina;;;;;
Maria Ulitina;Rest Time (14);14;;;592800;16240;5;UKR;FRA;Before;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;;1;1;Indonesia Master 2021;84;69;;;;;;;Rest Time;;;;
Maria Ulitina;Rally Time (15);15;;;609040;3960;5;UKR;FRA;Before;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;;;;;;;;;;;
Maria Ulitina;"2;25 (2)";15;1;7;607040;4000;5;UKR;FRA;Before;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;7;Maria Ulitina;Forehand long service;10;Construccion;;;;;;
Leonice Huet;"-9;-55 (1)";15;2;12;609080;4000;5;UKR;FRA;Before;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;12;;;;Construccion;;;;;;
Maria Ulitina;"13;54 (1)";15;3;12;609080;4000;5;UKR;FRA;Before;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;12;;;;Defence;;;;;F;
Leonice Huet;"13;1 (1)";15;4;4;610280;4000;5;UKR;FRA;Before;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;NET;;;;Construccion;Error Maria Ulitina;;;;;
Leonice Huet;Rest Time (15);15;;;613000;17000;5;UKR;FRA;Before;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;;1;1;Indonesia Master 2021;84;69;;;;;;;Rest Time;;;;
Leonice Huet;Rally Time (16);16;;;630000;6960;5;UKR;FRA;Before;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;;;;;;;;;;;
Leonice Huet;"2;-26 (1)";16;1;6;628000;4000;5;UKR;FRA;Before;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;6;Leonice Huet;Forehand short service;6;Construccion;;;;;;
Maria Ulitina;"-6;16 (1)";16;2;2;629080;4000;5;UKR;FRA;Before;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;1;;;;Construccion;;;;;;
Leonice Huet;"-14;-8 (1)";16;3;4;629080;4000;5;UKR;FRA;Before;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;4;;;;Construccion;;;;;;
Maria Ulitina;"10;55 (1)";16;4;12;629080;4000;5;UKR;FRA;Before;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;12;;;;Defence;;;;;F;
Leonice Huet;"11;-38 (1)";16;5;5;631120;4000;5;UKR;FRA;Before;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;5;;;;Construccion;;;;;;
Maria Ulitina;"11;56 (2)";16;6;12;631120;4000;5;UKR;FRA;Before;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;12;;;;Construccion;;;;;;
Leonice Huet;"12;-55 (1)";16;7;9;631120;4000;5;UKR;FRA;Before;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;9;;;;Construccion;;;;;;
Maria Ulitina;"-4;1 (1)";16;8;2;631120;4000;5;UKR;FRA;Before;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;NET;;;;Construccion;Unforced Leonice Huet;;;;;
Maria Ulitina;Rest Time (16);16;;;636960;25320;5;UKR;FRA;Before;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;;1;1;Indonesia Master 2021;84;69;;;;;;;Rest Time;;;;
Maria Ulitina;Rally Time (17);17;;;662280;8160;5;UKR;FRA;Before;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;;;;;;;;;;;
Maria Ulitina;"-1;24 (2)";17;1;6;660280;4000;5;UKR;FRA;Before;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;6;Maria Ulitina;Forehand long service;11;Construccion;;;;;;
Leonice Huet;"15;-53 (1)";17;2;9;662280;4000;5;UKR;FRA;Before;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;9;;;;Attack;;;;;;
Maria Ulitina;"13;32 (1)";17;3;8;662960;4000;5;UKR;FRA;Before;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;8;;;;Defence;;;;;;
Leonice Huet;"-3;-16 (1)";17;4;3;663000;4000;5;UKR;FRA;Before;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;3;;;;Construccion;;;;;;
Maria Ulitina;"-4;6 (1)";17;5;2;663000;4000;5;UKR;FRA;Before;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;2;;;;Construccion;;;;;;
Leonice Huet;"-13;-7 (1)";17;6;4;663000;4000;5;UKR;FRA;Before;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;4;;;;Defence;;;;;;
Maria Ulitina;"22;40 (1)";17;7;Out;665680;4000;5;UKR;FRA;Before;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;OUT SIDE;;;;Construccion;Error Leonice Huet;;;;;
Leonice Huet;Rest Time (17);17;;;670440;10880;5;UKR;FRA;Before;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;;1;1;Indonesia Master 2021;84;69;;;;;;;Rest Time;;;;
Leonice Huet;Rally Time (18);18;;;681320;5840;5;UKR;FRA;Before;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;;;;;;;;;;;
Maria Ulitina;"3;25 (2)";18;1;7;679320;4000;5;UKR;FRA;Before;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;7;Maria Ulitina;Forehand long service;10;Construccion;;;;;;
Leonice Huet;"-10;-55 (1)";18;2;12;681320;4000;5;UKR;FRA;Before;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;12;;;;Construccion;;;;;;
Maria Ulitina;"9;56 (1)";18;3;12;681320;4000;5;UKR;FRA;Before;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;12;;;;Construccion;;;;;;
Leonice Huet;"15;-56 (1)";18;4;9;681320;4000;5;UKR;FRA;Before;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;9;;;;Construccion;;;;;;
Maria Ulitina;"17;62 (1)";18;5;Out;681320;4000;5;UKR;FRA;Before;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;OUT LENGTH;;;;Construccion;Unforced Leonice Huet;;;;;
Leonice Huet;Rest Time (18);18;;;687160;71440;5;UKR;FRA;Before;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;;1;1;Indonesia Master 2021;84;69;;;;;;;Rest Time;;;;
Leonice Huet;Rally Time (19);19;;;758600;26920;5;UKR;FRA;After;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;;;;;;;;;;;
Maria Ulitina;"-2;24 (2)";19;1;6;756600;4000;5;UKR;FRA;After;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;6;Maria Ulitina;Forehand long service;10;Construccion;;;;;;
Leonice Huet;"9;-53 (1)";19;2;9;758680;4000;5;UKR;FRA;After;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;9;;;;Construccion;;;;;;
Maria Ulitina;"-14;56 (1)";19;3;9;758680;4000;5;UKR;FRA;After;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;9;;;;Construccion;;;;;;
Leonice Huet;"15;-55 (1)";19;4;9;758680;4000;5;UKR;FRA;After;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;9;;;;Defence;;;;;;
Maria Ulitina;"-13;55 (2)";19;5;9;761880;4000;5;UKR;FRA;After;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;9;;;;Construccion;;;;;;
Leonice Huet;"14;-55 (2)";19;6;9;761880;4000;5;UKR;FRA;After;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;9;;;;Defence;;;;Reves;;
Maria Ulitina;"-10;15 (1)";19;7;1;764200;4000;5;UKR;FRA;After;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;1;;;;Construccion;;;;;;
Leonice Huet;"-12;-53 (1)";19;8;12;764200;4000;5;UKR;FRA;After;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;12;;;;Attack;;;;;;
Maria Ulitina;"-14;35 (1)";19;9;5;766480;4000;5;UKR;FRA;After;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;5;;;;Defence;;;;;;
Leonice Huet;"11;-16 (1)";19;10;1;766480;4000;5;UKR;FRA;After;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;1;;;;Construccion;;;;;;
Maria Ulitina;"-14;55 (1)";19;11;9;766480;4000;5;UKR;FRA;After;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;9;;;;Attack;;;;;;
Leonice Huet;"-3;-39 (1)";19;12;7;769040;4000;5;UKR;FRA;After;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;7;;;;Defence;;;;;;
Maria Ulitina;"4;13 (1)";19;13;3;769080;4000;5;UKR;FRA;After;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;3;;;;Construccion;;;;;;
Leonice Huet;"-12;-54 (1)";19;14;12;769080;4000;5;UKR;FRA;After;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;12;;;;Construccion;;;;;;
Maria Ulitina;"5;55 (1)";19;15;11;769080;4000;5;UKR;FRA;After;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;11;;;;Attack;;;;;;
Leonice Huet;"9;-37 (1)";19;16;5;771960;4000;5;UKR;FRA;After;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;5;;;;Defence;;;;;;
Maria Ulitina;"4;14 (1)";19;17;3;772000;4000;5;UKR;FRA;After;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;3;;;;Attack;;;;;;
Leonice Huet;"-3;-37 (1)";19;18;7;772720;4000;5;UKR;FRA;After;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;7;;;;Defence;;;;;;
Maria Ulitina;"-9;11 (1)";19;19;1;773160;4000;5;UKR;FRA;After;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;1;;;;Construccion;;;;;;
Leonice Huet;"-13;-56 (2)";19;20;12;773160;4000;5;UKR;FRA;After;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;12;;;;Attack;;;;;;
Maria Ulitina;"-14;30 (1)";19;21;5;775120;4000;5;UKR;FRA;After;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;5;;;;Defence;;;;;;
Leonice Huet;"14;-16 (2)";19;22;1;775040;4000;5;UKR;FRA;After;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;1;;;;Defence;;;;;;
Maria Ulitina;"14;54 (7)";19;23;12;776560;4000;5;UKR;FRA;After;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;12;;;;Construccion;;;;;;
Leonice Huet;"13;-55 (2)";19;24;9;776560;4000;5;UKR;FRA;After;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;9;;;;Defence;;;;;;
Maria Ulitina;"13;55 (1)";19;25;12;778080;4000;5;UKR;FRA;After;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;12;;;;Defence;;;;;;
Leonice Huet;"12;-55 (2)";19;26;9;779080;4000;5;UKR;FRA;After;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;9;;;;Construccion;;;;;;
Maria Ulitina;"13;33 (1)";19;27;8;779080;4000;5;UKR;FRA;After;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;8;;;;Defence;;;;;;
Leonice Huet;"-14;-55 (2)";19;28;12;781320;4000;5;UKR;FRA;After;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;12;;;;Construccion;;;;;;
Maria Ulitina;"-15;61 (1)";19;29;9;781320;4000;5;UKR;FRA;After;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;OUT LENGTH;;;;Construccion;Unforced Leonice Huet;;;;;
Leonice Huet;Rest Time (19);19;;;785520;19560;5;UKR;FRA;After;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;;1;1;Indonesia Master 2021;84;69;;;;;;;Rest Time;;;;
Leonice Huet;Rally Time (20);20;;;805080;7200;5;UKR;FRA;After;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;;;;;;;;;;;
Maria Ulitina;"2;25 (3)";20;1;7;803080;4000;5;UKR;FRA;After;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;7;Maria Ulitina;Forehand long service;10;Construccion;;;;;;
Leonice Huet;"-9;-54 (1)";20;2;12;805320;4000;5;UKR;FRA;After;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;12;;;;Construccion;;;;;;
Maria Ulitina;"-13;55 (3)";20;3;9;805320;4000;5;UKR;FRA;After;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;9;;;;Construccion;;;;;;
Leonice Huet;"-13;-53 (1)";20;4;12;805320;4000;5;UKR;FRA;After;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;12;;;;Construccion;;;;;;
Maria Ulitina;"13;16 (2)";20;5;4;805320;4000;5;UKR;FRA;After;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;4;;;;Defence;;;;;;
Leonice Huet;"12;-8 (1)";20;6;1;808360;4000;5;UKR;FRA;After;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;1;;;;Defence;;;;;;
Maria Ulitina;"-14;11 (1)";20;7;1;809280;4000;5;UKR;FRA;After;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;1;;;;Construccion;Winner Leonice Huet;;;;;
Leonice Huet;Rest Time (20);20;;;812280;22320;5;UKR;FRA;After;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;;1;1;Indonesia Master 2021;84;69;;;;;;;Rest Time;;;;
Leonice Huet;Rally Time (21);21;;;834600;15520;5;UKR;FRA;After;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;;;;;;;;;;;
Leonice Huet;"-2;-25 (2)";21;1;7;832600;4000;5;UKR;FRA;After;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;7;Leonice Huet;Forehand short service;7;Construccion;;;;;;
Maria Ulitina;"10;19 (1)";21;2;4;833680;4000;5;UKR;FRA;After;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;4;;;;Construccion;;;;;;
Leonice Huet;"13;-56 (1)";21;3;9;833680;4000;5;UKR;FRA;After;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;9;;;;Defence;;;;Reves;;
Maria Ulitina;"-14;53 (1)";21;4;9;834720;4000;5;UKR;FRA;After;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;9;;;;Attack;;;;;;
Leonice Huet;"-16;-42 (1)";21;5;8;836240;4000;5;UKR;FRA;After;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;8;;;;Defence;;;;;;
Maria Ulitina;"-14;16 (1)";21;6;1;836240;4000;5;UKR;FRA;After;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;1;;;;Construccion;;;;;;
Leonice Huet;"9;-53 (2)";21;7;9;836240;4000;5;UKR;FRA;After;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;9;;;;Defence;;;;;;
Maria Ulitina;"-14;54 (2)";21;8;9;837720;4000;5;UKR;FRA;After;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;9;;;;Defence;;;;;;
Leonice Huet;"-14;-55 (3)";21;9;12;838800;4000;5;UKR;FRA;After;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;12;;;;Construccion;;;;;;
Maria Ulitina;"11;15 (1)";21;10;4;838800;4000;5;UKR;FRA;After;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;4;;;;Construccion;;;;;;
Leonice Huet;"15;-55 (2)";21;11;9;838800;4000;5;UKR;FRA;After;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;9;;;;Defence;;;;Reves;;
Maria Ulitina;"3;55 (1)";21;12;11;842160;4000;5;UKR;FRA;After;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;11;;;;Attack;;;;;;
Leonice Huet;"-14;-37 (1)";21;13;8;843320;4000;5;UKR;FRA;After;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;8;;;;Defence;;;;;;
Maria Ulitina;"-12;8 (1)";21;14;1;843920;4000;5;UKR;FRA;After;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;1;;;;Construccion;;;;;;
Leonice Huet;"10;-55 (1)";21;15;9;843920;4000;5;UKR;FRA;After;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;9;;;;Construccion;;;;;;
Maria Ulitina;"-9;54 (1)";21;16;9;843920;4000;5;UKR;FRA;After;Maria Ulitina-Leonice Huet;Right handed;Right handed;Maria Ulitina;Leonice Huet;Rally Time;1;1;Indonesia Master 2021;84;69;9;;;;Construccion;;;;;;
