Jugador del golpeo;Nombre;Rally;Stroke;Zone;Posición;Duración;#Rounds;Country Player1;Country Player2;Interval;Match;Play R or L Player1;Play R or L Player2;Player1;Player2;Rally Time;Round;Set;Tournament;WR Player1;WR Player2;Field Position;Player on C1;Type of service;Zona de C1;Tipo de recepcion;Game Phase;Rally Outcome;Rest Time;Barrido Fuerte;Reves;Match Duration 
Leonice Huet;"13;-56 (1)";25;6;9;867240;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;9;;;;;Construccion;;;;;
Line Christophersen;"14;54 (2)";25;7;12;867240;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;12;;;;;Defence;;;F;;
Leonice Huet;"-15;-26 (1)";25;8;8;870160;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;8;;;;;Defence;;;;;
Line Christophersen;"-12;36 (1)";25;9;5;870160;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;5;;;;;Attack;;;;;
Leonice Huet;"-2;-36 (1)";25;10;7;871320;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;7;;;;;Defence;;;;;
Line Christophersen;"-12;13 (1)";25;11;1;871360;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;1;;;;;Construccion;;;;;
Leonice Huet;"-15;-56 (1)";25;12;12;871360;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;12;;;;;Defence;;;;;
Line Christophersen;"-14;55 (3)";25;13;9;872960;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;9;;;;;Defence;;;;;
Leonice Huet;"4;-55 (1)";25;14;10;873840;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;10;;;;;Construccion;;;;;
Line Christophersen;"-12;55 (1)";25;15;9;875600;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;9;;;;;Attack;;;;;
Leonice Huet;"-14;-38 (1)";25;16;8;875520;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;8;;;;;Defence;;;;;
Line Christophersen;"-14;6 (1)";25;17;1;876080;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;1;;;;;Construccion;;;;;
Leonice Huet;"-13;-55 (2)";25;18;12;876080;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;12;;;;;Defence;;;;;
Line Christophersen;"-14;54 (1)";25;19;9;877640;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;9;;;;;Attack;;;;;
Leonice Huet;"-14;-42 (1)";25;20;8;878880;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;8;;;;;Construccion;Winner Line Christophersen;;;;
Leonice Huet;Rest Time (25);25;;;881400;28000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;;3;1;Denmark Master 2021;24;74;;;;;;;;Rest Time;;;
Leonice Huet;Rally Time (26);26;;;909400;4520;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;;;;;;;;;;;
Line Christophersen;"-2;24 (5)";26;1;6;907400;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;6;Line Christophersen;Backhand short service;1;;Construccion;;;;;
Leonice Huet;"3;-18 (1)";26;2;2;908400;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;2;;;;Modificada/Finta;Construccion;;;;;
Line Christophersen;"12;55 (4)";26;3;12;909040;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;12;;;;;Attack;;;;;
Leonice Huet;"11;-38 (1)";26;4;5;909280;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;5;;;;;Defence;;;;;
Line Christophersen;"13;13 (1)";26;5;4;909800;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;4;;;;;Construccion;;;;;
Leonice Huet;"14;-14 (1)";26;6;1;909800;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;1;;;;;Construccion;Winner Line Christophersen;;;;
Leonice Huet;Rest Time (26);26;;;913920;12760;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;;3;1;Denmark Master 2021;24;74;;;;;;;;Rest Time;;;
Leonice Huet;Rally Time (27);27;;;926680;5040;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;;;;;;;;;;;
Line Christophersen;"2;25 (6)";27;1;7;924680;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;7;Line Christophersen;Backhand short service;3;;Construccion;;;;;
Leonice Huet;"-8;-18 (2)";27;2;4;925520;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;4;;;;;Construccion;;;;;
Line Christophersen;"14;54 (3)";27;3;12;925520;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;12;;;;;Defence;;;;;
Leonice Huet;"-14;-53 (1)";27;4;12;927440;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;12;;;;;Construccion;;;;;
Line Christophersen;"-14;55 (4)";27;5;9;927440;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;9;;;;;Construccion;;;;;
Leonice Huet;"15;-17 (1)";27;6;1;927440;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;1;;;;;Construccion;Winner Line Christophersen;;;;
Leonice Huet;Rest Time (27);27;;;931720;13880;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;;3;1;Denmark Master 2021;24;74;;;;;;;;Rest Time;;;
Leonice Huet;Rally Time (28);28;;;945600;5640;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;;;;;;;;;;;
Line Christophersen;"-2;24 (6)";28;1;6;943600;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;6;Line Christophersen;Backhand short service;1;;Construccion;;;;;
Leonice Huet;"3;-18 (2)";28;2;2;944480;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;2;;;;;Construccion;;;;;
Line Christophersen;"-3;6 (2)";28;3;2;944480;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;2;;;;;Construccion;;;;;
Leonice Huet;"-15;-56 (2)";28;4;12;945520;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;12;;;;;Defence;;;;;
Line Christophersen;"-14;56 (1)";28;5;9;947480;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;9;;;;;Attack;;;;;
Leonice Huet;"-16;-28 (1)";28;6;8;948520;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;8;;;;;Construccion;Winner Line Christophersen;;;;
Leonice Huet;Rest Time (28);28;;;951240;18680;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;;3;1;Denmark Master 2021;24;74;;;;;;;;Rest Time;;;
Leonice Huet;Rally Time (29);29;;;969920;5160;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;;;;;;;;;;;
Line Christophersen;"2;25 (7)";29;1;7;967920;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;7;Line Christophersen;Backhand short service;3;;Construccion;;;;;
Leonice Huet;"-9;-18 (3)";29;2;4;968920;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;4;;;;;Construccion;;;;;
Line Christophersen;"-12;5 (1)";29;3;1;968920;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;1;;;;;Defence;;;;;
Leonice Huet;"-11;-53 (1)";29;4;12;969800;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;12;;;;;Attack;;;;;
Line Christophersen;"15;35 (1)";29;5;8;972080;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;8;;;;;Construccion;Winner Leonice Huet;;;;
Leonice Huet;Rest Time (29);29;;;975080;12200;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;;3;1;Denmark Master 2021;24;74;;;;;;;;Rest Time;;;
Leonice Huet;Rally Time (30);30;;;987280;11040;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;;;;;;;;;;;
Leonice Huet;"2;-24 (3)";30;1;6;985280;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;6;Leonice Huet;Forehand short service;2;;Construccion;;;;;
Line Christophersen;"-8;19 (1)";30;2;1;986400;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;1;;;;;Construccion;;;;;
Leonice Huet;"-14;-6 (1)";30;3;4;986400;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;4;;;;;Defence;;;;;
Line Christophersen;"-14;55 (5)";30;4;9;987280;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;9;;;;;Construccion;;;;;
Leonice Huet;"-14;-55 (6)";30;5;12;987280;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;12;;;;;Defence;;;;;
Line Christophersen;"-4;7 (1)";30;6;2;990440;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;2;;;;;Construccion;;;;;
Leonice Huet;"12;-54 (1)";30;7;9;990440;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;9;;;;;Attack;;;;;
Line Christophersen;"-3;34 (1)";30;8;6;992360;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;6;;;;;Defence;;;;;
Leonice Huet;"-11;-54 (1)";30;9;12;992640;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;12;;;;;Defence;;;;;
Line Christophersen;"-14;56 (2)";30;10;9;993440;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;9;;;;;Construccion;;;;;
Leonice Huet;"13;-61 (1)";30;11;9;993440;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;OUT LENGTH;;;;;Construccion;Unforced Line Christophersen;;;;
Line Christophersen;Rest Time (30);30;;;998320;14240;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;;3;1;Denmark Master 2021;24;74;;;;;;;;Rest Time;;;
Line Christophersen;Rally Time (31);31;;;1012560;2920;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;;;;;;;;;;;
Leonice Huet;"-2;-25 (4)";31;1;7;1010560;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;7;Leonice Huet;Forehand short service;6;;Construccion;;;;;
Line Christophersen;"5;19 (1)";31;2;3;1011600;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;3;;;;;Attack;;;;;
Leonice Huet;"11;-38 (2)";31;3;5;1012160;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;5;;;;;Defence;;;;;
Line Christophersen;"-2;54 (1)";31;4;10;1012200;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;10;;;;;Attack;;;;;
Leonice Huet;"-9;-41 (1)";31;5;8;1012960;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;1;Denmark Master 2021;24;74;8;;;;;Construccion;Winner Line Christophersen;;;;
Line Christophersen;Rest Time (31);31;;;1015480;131360;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;;3;1;Denmark Master 2021;24;74;;;;;;;;Rest Time;;;
Line Christophersen;Rally Time (32);1;;;1146840;3400;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;;;;;;;;;;;
Line Christophersen;"-2;-24 (1)";1;1;7;1144840;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;7;Line Christophersen;Backhand short service;3;;Construccion;;;;;
Leonice Huet;"14;-61 (1)";1;2;9;1145760;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;OUT LENGTH;;;;;Construccion;Unforced Leonice Huet;;;;
Leonice Huet;Rest Time (32);1;;;1150240;8640;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;;3;2;Denmark Master 2021;24;74;;;;;;;;Rest Time;;;
Leonice Huet;Rally Time (33);2;;;1158880;9800;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;;;;;;;;;;;
Line Christophersen;"2;-25 (3)";2;1;6;1156880;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;6;Line Christophersen;Backhand short service;2;;Construccion;;;;;
Leonice Huet;"-5;17 (1)";2;2;2;1158000;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;2;;;;Modificada;Construccion;;;;;
Line Christophersen;"12;-7 (1)";2;3;1;1158000;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;1;;;;;Construccion;;;;;
Leonice Huet;"12;5 (1)";2;4;4;1158000;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;4;;;;;Defence;;;;;
Line Christophersen;"3;-54 (1)";2;5;10;1159560;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;10;;;;;Construccion;;;;;
Leonice Huet;"14;55 (2)";2;6;12;1159560;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;12;;;;;Defence;;;;;
Line Christophersen;"9;-16 (1)";2;7;1;1162720;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;1;;;;;Construccion;;;;;
Leonice Huet;"13;55 (6)";2;8;12;1162720;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;12;;;;;Defence;;;;;
Line Christophersen;"-14;-54 (1)";2;9;12;1164560;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;12;;;;;Defence;;;;;
Leonice Huet;"-21;19 (1)";2;10;Out;1165440;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;OUT SIDE;;;;;Construccion;Error Line Christophersen;;;;
Leonice Huet;Rest Time (33);2;;;1168680;11760;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;;3;2;Denmark Master 2021;24;74;;;;;;;;Rest Time;;;
Leonice Huet;Rally Time (34);3;;;1180440;16760;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;;;;;;;;;;;
Leonice Huet;"-2;24 (7)";3;1;6;1178440;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;6;Leonice Huet;Forehand short service;6;;Construccion;;;;;
Line Christophersen;"5;-17 (1)";3;2;2;1179480;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;2;;;;Finta;Construccion;;;;;
Leonice Huet;"-13;9 (1)";3;3;1;1179800;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;1;;;;;Defence;;;;;
Line Christophersen;"10;-54 (1)";3;4;9;1180600;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;9;;;;;Attack;;;;;
Leonice Huet;"10;34 (2)";3;5;8;1181680;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;8;;;;;Defence;;;;;
Line Christophersen;"3;-18 (3)";3;6;2;1182080;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;2;;;;;Construccion;;;;;
Leonice Huet;"-14;12 (1)";3;7;1;1182080;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;1;;;;;Defence;;;;;
Line Christophersen;"-14;-55 (7)";3;8;12;1183880;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;12;;;;;Construccion;;;;;
Leonice Huet;"-15;56 (1)";3;9;9;1183880;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;9;;;;;Defence;;;;Reves;
Line Christophersen;"-14;-56 (4)";3;10;12;1187120;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;12;;;;;Defence;;;;;
Leonice Huet;"-14;55 (6)";3;11;9;1188520;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;9;;;;;Defence;;;;;
Line Christophersen;"-13;-11 (1)";3;12;4;1188680;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;4;;;;;Construccion;;;;;
Leonice Huet;"-14;8 (1)";3;13;1;1188680;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;1;;;;;Defence;;;;;
Line Christophersen;"-12;-54 (1)";3;14;12;1190560;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;12;;;;;Construccion;;;;;
Leonice Huet;"-13;54 (4)";3;15;9;1190560;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;9;;;;;Construccion;;;;;
Line Christophersen;"14;-61 (2)";3;16;9;1190560;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;OUT LENGTH;;;;;Construccion;Unforced Leonice Huet;;;;
Line Christophersen;Rest Time (34);3;;;1197200;13240;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;;3;2;Denmark Master 2021;24;74;;;;;;;;Rest Time;;;
Line Christophersen;Rally Time (35);4;;;1210440;2880;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;;;;;;;;;;;
Line Christophersen;"-2;-24 (2)";4;1;7;1208440;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;7;Line Christophersen;Backhand short service;3;;Construccion;;;;;
Leonice Huet;"9;17 (1)";4;2;4;1209480;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;4;;;;;Construccion;;;;;
Line Christophersen;"-16;-61 (1)";4;3;12;1209480;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;OUT LENGTH;;;;;Construccion;Unforced Leonice Huet;;;;
Leonice Huet;Rest Time (35);4;;;1213320;9880;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;;3;2;Denmark Master 2021;24;74;;;;;;;;Rest Time;;;
Leonice Huet;Rally Time (36);5;;;1223200;1040;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;;;;;;;;;;;
Line Christophersen;"2;-25 (4)";5;1;6;1221200;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;6;Line Christophersen;Backhand short service;8;;Construccion;;;;;
Leonice Huet;"-9;2 (1)";5;2;1;1221840;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;NET;;;;;Construccion;Unforced Line Christophersen;;;;
