Jugador del golpeo;Nombre;Rally;Stroke;Zone;Posición;Duración;#Rounds;Country Player1;Country Player2;Interval;Match;Play R or L Player1;Play R or L Player2;Player1;Player2;Rally Time;Round;Set;Tournament;WR Player1;WR Player2;Field Position;Player on C1;Type of service;Zona de C1;Tipo de recepcion;Game Phase;Rally Outcome;Rest Time;Barrido Fuerte;Reves;Match Duration 
Line Christophersen;"-4;7 (3)";11;8;2;2340440;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;2;;;;;Construccion;;;;;
Leonice Huet;"10;-13 (2)";11;9;1;2340440;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;1;;;;;Defence;;;;;
Line Christophersen;"9;2 (1)";11;10;4;2342480;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;NET;;;;;Construccion;Error Leonice Huet;;;;
Line Christophersen;Rest Time (76);11;;;2345240;37960;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;;3;3;Denmark Master 2021;24;74;;;;;;;;Rest Time;;;
Line Christophersen;Rally Time (77);12;;;2383200;3720;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;;;;;;;;;;;
Line Christophersen;"2;24 (11)";12;1;7;2381200;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;7;Line Christophersen;Backhand short service;7;;Construccion;;;;;
Leonice Huet;"-10;-17 (1)";12;2;4;2382280;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;4;;;;Finta;Construccion;;;;;
Line Christophersen;"-15;54 (5)";12;3;9;2382280;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;9;;;;;Defence;;;;Reves;
Leonice Huet;"-13;-61 (1)";12;4;12;2383000;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;OUT LENGTH;;;;;Construccion;Error Line Christophersen;;;;
Leonice Huet;Rest Time (77);12;;;2386920;18720;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;;3;3;Denmark Master 2021;24;74;;;;;;;;Rest Time;;;
Leonice Huet;Rally Time (78);13;;;2405640;3760;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;;;;;;;;;;;
Leonice Huet;"-3;-25 (1)";13;1;7;2403640;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;7;Leonice Huet;Forehand short service;3;;Construccion;;;;;
Line Christophersen;"10;18 (1)";13;2;4;2404720;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;4;;;;;Construccion;;;;;
Leonice Huet;"-13;-13 (1)";13;3;4;2404720;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;4;;;;;Defence;;;;;
Line Christophersen;"-3;55 (2)";13;4;10;2405480;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;10;;;;;Attack;;;;;
Leonice Huet;"-15;-47 (1)";13;5;8;2406640;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;8;;;;;Construccion;Winner Line Christophersen;;;;
Line Christophersen;Rest Time (78);13;;;2409400;13800;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;;3;3;Denmark Master 2021;24;74;;;;;;;;Rest Time;;;
Line Christophersen;Rally Time (79);14;;;2423200;3680;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;;;;;;;;;;;
Line Christophersen;"-3;24 (1)";14;1;6;2421200;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;6;Line Christophersen;Backhand short service;5;;Construccion;;;;;
Leonice Huet;"2;-19 (1)";14;2;2;2422120;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;2;;;;Modificada;Construccion;;;;;
Line Christophersen;"-12;8 (2)";14;3;1;2422160;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;1;;;;;Construccion;;;;;
Leonice Huet;"9;-62 (1)";14;4;9;2424000;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;OUT LENGTH;;;;;Construccion;Unforced Line Christophersen;;;;
Leonice Huet;Rest Time (79);14;;;2426880;12680;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;;3;3;Denmark Master 2021;24;74;;;;;;;;Rest Time;;;
Leonice Huet;Rally Time (80);15;;;2439560;7920;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;;;;;;;;;;;
Leonice Huet;"2;-25 (11)";15;1;6;2437560;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;6;Leonice Huet;Forehand short service;6;;Construccion;;;;;
Line Christophersen;"-5;17 (2)";15;2;2;2438560;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;2;;;;;Construccion;;;;;
Leonice Huet;"-12;-9 (1)";15;3;4;2438560;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;4;;;;;Construccion;;;;;
Line Christophersen;"-15;9 (1)";15;4;1;2438560;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;1;;;;;Construccion;;;;;
Leonice Huet;"-14;-7 (1)";15;5;4;2438560;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;4;;;;;Construccion;;;;;
Line Christophersen;"10;11 (1)";15;6;4;2438560;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;4;;;;;Defence;;;;;
Leonice Huet;"2;-55 (1)";15;7;10;2441840;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;10;;;;;Attack;;;;;
Line Christophersen;"-3;34 (2)";15;8;6;2443560;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;6;;;;;Defence;;;;;
Leonice Huet;"2;-26 (1)";15;9;6;2443560;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;6;;;;;Attack;;;;;
Line Christophersen;"2;30 (1)";15;10;7;2444320;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;7;;;;;Attack;;;;;
Leonice Huet;"9;2 (2)";15;11;4;2444720;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;NET;;;;;Construccion;Unforced Line Christophersen;;;;
Line Christophersen;Rest Time (80);15;;;2447480;18800;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;;3;3;Denmark Master 2021;24;74;;;;;;;;Rest Time;;;
Line Christophersen;Rally Time (81);16;;;2466280;5400;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;;;;;;;;;;;
Leonice Huet;"-2;-25 (9)";16;1;7;2464280;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;7;Leonice Huet;Forehand short service;6;;Construccion;;;;;
Line Christophersen;"6;19 (1)";16;2;4;2465480;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;3;;;;Modificada/Finta;Construccion;;;;;
Leonice Huet;"11;-53 (1)";16;3;9;2465320;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;9;;;;;Attack;;;;;
Line Christophersen;"3;36 (1)";16;4;7;2466160;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;7;;;;;Defence;;;;;
Leonice Huet;"-12;-28 (1)";16;5;8;2466520;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;8;;;;;Construccion;;;;;
Line Christophersen;"-16;36 (1)";16;6;5;2466520;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;5;;;;;Attack;;;;;
Leonice Huet;"-3;-33 (1)";16;7;7;2467760;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;7;;;;;Defence;;;;;
Line Christophersen;"-3;13 (1)";16;8;2;2468240;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;2;;;;;Construccion;;;;;
Leonice Huet;"-12;-16 (2)";16;9;4;2468240;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;4;;;;;Construccion;Winner Line Christophersen;;;;
Line Christophersen;Rest Time (81);16;;;2471680;14120;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;;3;3;Denmark Master 2021;24;74;;;;;;;;Rest Time;;;
Line Christophersen;Rally Time (82);17;;;2485800;5080;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;;;;;;;;;;;
Line Christophersen;"2;24 (12)";17;1;7;2483800;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;7;Line Christophersen;Backhand short service;7;;Construccion;;;;;
Leonice Huet;"-8;-18 (4)";17;2;4;2484880;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;4;;;;Finta;Construccion;;;;;
Line Christophersen;"-14;54 (5)";17;3;9;2484800;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;9;;;;;Construccion;;;;;
Leonice Huet;"-4;-36 (4)";17;4;7;2484800;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;7;;;;;Construccion;;;;;
Line Christophersen;"11;32 (1)";17;5;8;2484800;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;8;;;;;Construccion;;;;;
Leonice Huet;"10;-16 (4)";17;6;1;2484800;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;1;;;;;Construccion;;;;;
Line Christophersen;"10;1 (3)";17;7;4;2484800;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;NET;;;;;Construccion;Unforced Leonice Huet;;;;
Leonice Huet;Rest Time (82);17;;;2490880;13520;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;;3;3;Denmark Master 2021;24;74;;;;;;;;Rest Time;;;
Leonice Huet;Rally Time (83);18;;;2504400;13440;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;;;;;;;;;;;
Line Christophersen;"-1;24 (2)";18;1;6;2502400;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;6;Line Christophersen;Backhand short service;5;;Construccion;;;;;
Leonice Huet;"4;-18 (7)";18;2;2;2503320;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;2;;;;;Construccion;;;;;
Line Christophersen;"13;55 (16)";18;3;12;2503320;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;12;;;;;Defence;;;;;
Leonice Huet;"13;-54 (4)";18;4;9;2504960;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;9;;;;;Defence;;;;Reves;
Line Christophersen;"9;12 (1)";18;5;4;2505880;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;4;;;;;Construccion;;;;;
Leonice Huet;"11;-7 (2)";18;6;1;2505880;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;1;;;;;Defence;;;;;
Line Christophersen;"12;55 (6)";18;7;12;2507600;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;12;;;;;Construccion;;;;;
Leonice Huet;"11;-29 (2)";18;8;5;2507600;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;5;;;;;Defence;;;;;
Line Christophersen;"-13;13 (2)";18;9;1;2510240;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;1;;;;;Defence;;;;;
Leonice Huet;"12;-55 (8)";18;10;9;2511240;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;9;;;;;Attack;;;;;
Line Christophersen;"-10;33 (1)";18;11;5;2512600;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;5;;;;;Defence;;;;;
Leonice Huet;"-12;-33 (2)";18;12;8;2512960;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;8;;;;;Attack;;;;;
Line Christophersen;"-3;38 (1)";18;13;6;2513680;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;6;;;;;Defence;;;;;
Leonice Huet;"-12;-54 (2)";18;14;12;2514200;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;12;;;;;Attack;;;;;
Line Christophersen;"2;1 (2)";18;15;3;2515120;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;NET;;;;;Construccion;Unforced Leonice Huet;;;;
Leonice Huet;Rest Time (83);18;;;2517840;17680;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;;3;3;Denmark Master 2021;24;74;;;;;;;;Rest Time;;;
Leonice Huet;Rally Time (84);19;;;2535520;11160;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;;;;;;;;;;;
Line Christophersen;"3;26 (1)";19;1;7;2533520;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;7;Line Christophersen;Backhand short service;7;;Construccion;;;;;
Leonice Huet;"-9;-17 (3)";19;2;4;2534400;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;4;;;;;Construccion;;;;;
Line Christophersen;"11;55 (1)";19;3;12;2534400;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;12;;;;;Defence;;;;;
Leonice Huet;"12;-55 (9)";19;4;9;2535120;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;9;;;;;Construccion;;;;;
Line Christophersen;"9;11 (1)";19;5;4;2535120;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;4;;;;;Construccion;;;;;
Leonice Huet;"10;-8 (1)";19;6;1;2535120;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;1;;;;;Defence;;;;;
Line Christophersen;"-2;56 (1)";19;7;10;2537920;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;10;;;;;Construccion;;;;;
Leonice Huet;"-12;-36 (1)";19;8;8;2537920;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;8;;;;;Defence;;;;;
Line Christophersen;"13;55 (17)";19;9;12;2540120;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;12;;;;;Defence;;;;;
Leonice Huet;"12;-16 (4)";19;10;1;2542080;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;1;;;;;Construccion;;;;;
Line Christophersen;"14;33 (2)";19;11;8;2542080;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;8;;;;;Construccion;;;;;
Leonice Huet;"12;-56 (1)";19;12;9;2542080;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;9;;;;;Attack;;;;;
Line Christophersen;"13;47 (1)";19;13;8;2543800;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;8;;;;;Construccion;Winner Leonice Huet;;;;
Leonice Huet;Rest Time (84);19;;;2546680;18440;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;;3;3;Denmark Master 2021;24;74;;;;;;;;Rest Time;;;
Leonice Huet;Rally Time (85);20;;;2565120;5920;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;;;;;;;;;;;
Leonice Huet;"2;-25 (12)";20;1;6;2563120;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;6;Leonice Huet;Forehand short service;6;;Construccion;;;;;
Line Christophersen;"-5;17 (3)";20;2;2;2564200;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;2;;;;;Construccion;;;;;
Leonice Huet;"-14;-54 (2)";20;3;12;2564200;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;12;;;;;Defence;;;;;
Line Christophersen;"-15;55 (6)";20;4;9;2565280;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;9;;;;;Attack;;;;;
Leonice Huet;"13;-24 (1)";20;5;5;2567040;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;5;;;;;Defence;;;;;
Line Christophersen;"12;54 (1)";20;6;12;2567040;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;12;;;;;Attack;;;;;
Leonice Huet;"12;-29 (1)";20;7;5;2567920;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;5;;;;;Construccion;Winner Line Christophersen;;;;
Line Christophersen;Rest Time (85);20;;;2571040;87040;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;;3;3;Denmark Master 2021;24;74;;;;;;;;Rest Time;;;
Line Christophersen;Rally Time (86);21;;;2658080;3480;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;;;;;;;;;;;
Line Christophersen;"2;-25 (13)";21;1;6;2656080;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;6;Line Christophersen;Backhand short service;1;;Construccion;;;;;
Leonice Huet;"-3;15 (1)";21;2;2;2656920;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;2;;;;;Construccion;;;;;
Line Christophersen;"-2;-8 (2)";21;3;3;2656920;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;3;;;;;Construccion;;;;;
Leonice Huet;"14;61 (1)";21;4;12;2656920;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;OUT LENGTH;;;;;Construccion;Unforced Line Christophersen;;;;
Leonice Huet;Rest Time (86);21;;;2661560;12960;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;;3;3;Denmark Master 2021;24;74;;;;;;;;Rest Time;;;
Leonice Huet;Rally Time (87);22;;;2674520;5200;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;;;;;;;;;;;
Leonice Huet;"2;24 (13)";22;1;7;2672520;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;7;Leonice Huet;Forehand short service;7;;Construccion;;;;;
Line Christophersen;"-8;-18 (5)";22;2;4;2673520;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;4;;;;Finta;Construccion;;;;;
Leonice Huet;"-14;14 (1)";22;3;1;2674360;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;1;;;;;Defence;;;;;
Line Christophersen;"-14;-55 (14)";22;4;12;2674440;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;12;;;;;Construccion;;;;;
Leonice Huet;"-13;12 (1)";22;5;1;2674440;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;3;Denmark Master 2021;24;74;1;;;;;Construccion;;;;;
