Jugador del golpeo;Nombre;Rally;Stroke;Zone;Posición;Duración;#Rounds;Country Player1;Country Player2;Interval;Match;Play R or L Player1;Play R or L Player2;Player1;Player2;Rally Time;Round;Set;Tournament;WR Player1;WR Player2;Field Position;Player on C1;Type of service;Zona de C1;Game Phase;Rally Outcome;Rest Time;Reves;Tipo de recepcion;Barrido Fuerte;Match Duration
Marie Batomene;Rest Time (69);37;;;1904960;15040;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;;1;2;Spanish International 2021;91;58;;;;;;;Rest Time;;;;
Marie Batomene;Rally Time (70);38;;;1920000;6040;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;;;;;;;;;;;
Maria Ulitina;"2;24 (13)";38;1;7;1918000;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;7;Maria Ulitina;Backhand short service;8;Construccion;;;;;;
Marie Batomene;"-13;-17 (1)";38;2;4;1919120;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;4;;;;Attack;;;;;;
Maria Ulitina;"12;35 (1)";38;3;8;1919640;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;8;;;;Defence;;;;;;
Marie Batomene;"9;-9 (1)";38;4;1;1919640;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;1;;;;Construccion;;;;;;
Maria Ulitina;"9;8 (1)";38;5;4;1919640;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;4;;;;Construccion;;;;;;
Marie Batomene;"11;-6 (2)";38;6;1;1919640;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;1;;;;Construccion;;;;;;
Maria Ulitina;"-10;53 (1)";38;7;9;1919640;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;9;;;;Construccion;;;;;;
Marie Batomene;"3;-40 (2)";38;8;6;1919640;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;6;;;;Defence;;;;;;
Maria Ulitina;"9;41 (1)";38;9;8;1923480;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;8;;;;Construccion;Winner Marie Batomene;;;;;
Marie Batomene;Rest Time (70);38;;;1926040;25640;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;;1;2;Spanish International 2021;91;58;;;;;;;Rest Time;;;;
Marie Batomene;Rally Time (71);39;;;1951680;2680;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;;;;;;;;;;;
Marie Batomene;"-2;-26 (1)";39;1;7;1949680;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;7;Marie Batomene;Backhand short service;6;Construccion;;;;;;
Maria Ulitina;"4;17 (1)";39;2;3;1950680;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;3;;;;Construccion;;;;;;
Marie Batomene;"12;-60 (1)";39;3;9;1950680;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;OUT LENGTH;;;;Construccion;Unforced Maria Ulitina;;;;;
Maria Ulitina;Rest Time (71);39;;;1954360;13400;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;;1;2;Spanish International 2021;91;58;;;;;;;Rest Time;;;;
Maria Ulitina;Rally Time (72);40;;;1967760;18960;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;;;;;;;;;;;
Marie Batomene;"2;-24 (7)";40;1;6;1965760;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;6;Marie Batomene;Backhand short service;6;Construccion;;;;;;
Maria Ulitina;"-8;18 (1)";40;2;1;1966760;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;1;;;;Construccion;;;;;;
Marie Batomene;"-14;-7 (1)";40;3;4;1966760;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;4;;;;Defence;;;;;;
Maria Ulitina;"-9;53 (1)";40;4;9;1967640;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;9;;;;Attack;;;;;;
Marie Batomene;"-4;-41 (1)";40;5;7;1969520;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;7;;;;Defence;;;;;;
Maria Ulitina;"13;17 (1)";40;6;4;1970040;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;4;;;;Defence;;;;;;
Marie Batomene;"11;-54 (1)";40;7;9;1970880;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;9;;;;Attack;;;;;;
Maria Ulitina;"14;36 (3)";40;8;8;1971760;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;8;;;;Defence;;;;;;
Marie Batomene;"-13;-15 (2)";40;9;4;1972280;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;4;;;;Construccion;;;;;;
Maria Ulitina;"-15;36 (1)";40;10;5;1972280;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;5;;;;Attack;;;;;;
Marie Batomene;"-10;-40 (1)";40;11;8;1974040;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;8;;;;Defence;;;;;;
Maria Ulitina;"9;14 (1)";40;12;4;1974560;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;4;;;;Construccion;;;;;;
Marie Batomene;"13;-16 (2)";40;13;1;1974560;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;1;;;;Defence;;;;;;
Maria Ulitina;"13;55 (6)";40;14;12;1976360;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;12;;;;Construccion;;;;;;
Marie Batomene;"12;-55 (3)";40;15;9;1976360;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;9;;;;Attack;;;;;;
Maria Ulitina;"-13;27 (1)";40;16;5;1978960;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;5;;;;Defence;;;;;;
Marie Batomene;"-14;-56 (4)";40;17;12;1979640;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;12;;;;Defence;;;;;F;
Maria Ulitina;"14;29 (2)";40;18;8;1981640;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;8;;;;Construccion;;;;;;
Marie Batomene;"12;-15 (1)";40;19;1;1981640;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;1;;;;Defence;;;;;;
Maria Ulitina;"19;51 (1)";40;20;Out;1982640;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;OUT SIDE;;;;Construccion;Error Marie Batomene;;;;;
Maria Ulitina;Rest Time (72);40;;;1986720;144840;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;;1;2;Spanish International 2021;91;58;;;;;;;Rest Time;;;;
Maria Ulitina;Rally Time (73);1;;;2131560;6600;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;;;;;;;;;;;
Maria Ulitina;"-2;-25 (11)";1;1;7;2129560;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;7;Maria Ulitina;Backhand flick;11;Construccion;;;;;;
Marie Batomene;"14;55 (3)";1;2;12;2130800;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;12;;;;Attack;;;;;;
Maria Ulitina;"-13;-36 (1)";1;3;8;2131240;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;8;;;;Defence;;;;;;
Marie Batomene;"-15;14 (1)";1;4;1;2131600;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;1;;;;Defence;;;;;;
Maria Ulitina;"-13;-55 (3)";1;5;12;2132480;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;12;;;;Construccion;;;;;;
Marie Batomene;"-14;61 (1)";1;6;9;2132480;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;OUT LENGTH;;;;Construccion;Unforced Maria Ulitina;;;;;
Marie Batomene;Rest Time (73);1;;;2138160;10600;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;;1;3;Spanish International 2021;91;58;;;;;;;Rest Time;;;;
Marie Batomene;Rally Time (74);2;;;2148760;4240;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;;;;;;;;;;;
Marie Batomene;"-2;24 (11)";2;1;6;2146760;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;6;Marie Batomene;Backhand short service;3;Construccion;;;;;;
Maria Ulitina;"9;-18 (2)";2;2;1;2147720;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;1;;;;Construccion;;;;;;
Marie Batomene;"-14;55 (4)";2;3;9;2147720;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;9;;;;Defence;;;Reves;;;
Maria Ulitina;"-13;-55 (4)";2;4;12;2148920;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;12;;;;Attack;;;;;;
Marie Batomene;"-16;38 (1)";2;5;5;2149720;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;5;;;;Defence;;;;;;
Maria Ulitina;"-12;2 (1)";2;6;1;2150240;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;NET;;;;Construccion;Error Marie Batomene;;;;;
Maria Ulitina;Rest Time (74);2;;;2153000;13720;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;;1;3;Spanish International 2021;91;58;;;;;;;Rest Time;;;;
Maria Ulitina;Rally Time (75);3;;;2166720;1760;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;;;;;;;;;;;
Maria Ulitina;"2;-25 (8)";3;1;6;2164720;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;6;Maria Ulitina;Backhand short service;1;Construccion;;;;;;
Marie Batomene;"-3;13 (1)";3;2;2;2165800;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;2;;;;Attack;;;;;;
Maria Ulitina;"-5;1 (1)";3;3;2;2166480;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;NET;;;;Construccion;Unforced Marie Batomene;;;;;
Marie Batomene;Rest Time (75);3;;;2168480;14440;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;;1;3;Spanish International 2021;91;58;;;;;;;Rest Time;;;;
Marie Batomene;Rally Time (76);4;;;2182920;2640;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;;;;;;;;;;;
Maria Ulitina;"-2;-25 (12)";4;1;7;2180920;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;7;Maria Ulitina;Backhand short service;2;Construccion;;;;;;
Marie Batomene;"6;18 (1)";4;2;4;2182080;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;3;;;;Construccion;;;;Finta;;
Maria Ulitina;"-12;-53 (1)";4;3;12;2182080;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;12;;;;Attack;;;;;;
Marie Batomene;"-12;2 (2)";4;4;1;2183080;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;NET;;;;Construccion;Unforced Maria Ulitina;;;;;
Marie Batomene;Rest Time (76);4;;;2185560;17080;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;;1;3;Spanish International 2021;91;58;;;;;;;Rest Time;;;;
Marie Batomene;Rally Time (77);5;;;2202640;3600;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;;;;;;;;;;;
Marie Batomene;"2;24 (14)";5;1;7;2200640;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;7;Marie Batomene;Backhand short service;5;Construccion;;;;;;
Maria Ulitina;"-2;-18 (1)";5;2;3;2201320;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;3;;;;Construccion;;;;Finta;;
Marie Batomene;"13;55 (7)";5;3;12;2201600;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;12;;;;Defence;;;;;;
Maria Ulitina;"-13;-41 (1)";5;4;8;2202600;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;8;;;;Construccion;;;;;;
Marie Batomene;"-15;2 (1)";5;5;1;2202600;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;NET;;;;Construccion;Unforced Maria Ulitina;;;;;
Maria Ulitina;Rest Time (77);5;;;2206240;16720;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;;1;3;Spanish International 2021;91;58;;;;;;;Rest Time;;;;
Maria Ulitina;Rally Time (78);6;;;2222960;5880;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;;;;;;;;;;;
Marie Batomene;"-2;25 (8)";6;1;6;2220960;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;6;Marie Batomene;Backhand short service;2;Construccion;;;;;;
Maria Ulitina;"4;-18 (3)";6;2;2;2221920;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;2;;;;Construccion;;;;;;
Marie Batomene;"13;14 (2)";6;3;4;2221920;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;4;;;;Construccion;;;;;;
Maria Ulitina;"10;-55 (2)";6;4;9;2222720;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;9;;;;Construccion;;;;;;
Marie Batomene;"-13;56 (1)";6;5;9;2222720;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;9;;;;Construccion;;;;;;
Maria Ulitina;"12;-55 (4)";6;6;9;2222720;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;9;;;;Attack;;;;;;
Marie Batomene;"14;43 (1)";6;7;8;2226200;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;8;;;;Construccion;Winner Maria Ulitina;;;;;
Maria Ulitina;Rest Time (78);6;;;2228840;13600;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;;1;3;Spanish International 2021;91;58;;;;;;;Rest Time;;;;
Maria Ulitina;Rally Time (79);7;;;2242440;1200;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;;;;;;;;;;;
Maria Ulitina;"2;-24 (8)";7;1;6;2240440;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;6;Maria Ulitina;Backhand short service;2;Construccion;;;;;;
Marie Batomene;"-4;1 (1)";7;2;2;2241240;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;NET;;;;Construccion;Unforced Maria Ulitina;;;;;
Marie Batomene;Rest Time (79);7;;;2243640;15240;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;;1;3;Spanish International 2021;91;58;;;;;;;Rest Time;;;;
Marie Batomene;Rally Time (80);8;;;2258880;2000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;;;;;;;;;;;
Marie Batomene;"2;25 (5)";8;1;7;2256880;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;7;Marie Batomene;Backhand flick;10;Construccion;;;;;;
Maria Ulitina;"-9;-54 (1)";8;2;12;2257920;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;12;;;;Attack;;;;;;
Marie Batomene;"16;27 (1)";8;3;8;2258040;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;8;;;;Construccion;Winner Maria Ulitina;;;;;
Maria Ulitina;Rest Time (80);8;;;2260880;11160;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;;1;3;Spanish International 2021;91;58;;;;;;;Rest Time;;;;
Maria Ulitina;Rally Time (81);9;;;2272040;3640;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;;;;;;;;;;;
Maria Ulitina;"-2;-26 (2)";9;1;7;2270040;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;7;Maria Ulitina;Backhand short service;3;Construccion;;;;;;
Marie Batomene;"9;18 (1)";9;2;4;2271240;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;4;;;;Construccion;;;;Finta;;
Maria Ulitina;"13;-55 (4)";9;3;9;2271240;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;9;;;;Defence;;;Reves;;;
Marie Batomene;"20;33 (1)";9;4;Out;2272160;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;OUT SIDE;;;;Construccion;Error Maria Ulitina;;;;;
Marie Batomene;Rest Time (81);9;;;2275680;10560;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;;1;3;Spanish International 2021;91;58;;;;;;;Rest Time;;;;
Marie Batomene;Rally Time (82);10;;;2286240;7320;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;;;;;;;;;;;
Marie Batomene;"-2;23 (1)";10;1;6;2284240;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;6;Marie Batomene;Backhand short service;3;Construccion;;;;;;
Maria Ulitina;"10;-18 (3)";10;2;1;2285280;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;1;;;;Construccion;;;;;;
Marie Batomene;"-11;8 (1)";10;3;1;2285280;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;1;;;;Construccion;;;;;;
Maria Ulitina;"11;-54 (2)";10;4;9;2285280;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;9;;;;Attack;;;;;;
Marie Batomene;"11;35 (1)";10;5;8;2286920;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;8;;;;Defence;;;;;;
Maria Ulitina;"-13;-35 (2)";10;6;8;2287320;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;8;;;;Defence;;;;;;
Marie Batomene;"11;53 (1)";10;7;12;2288280;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;12;;;;Attack;;;;;;
Maria Ulitina;"-4;-39 (2)";10;8;7;2288960;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;7;;;;Defence;;;;;;
Marie Batomene;"-4;12 (2)";10;9;2;2289480;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;2;;;;Construccion;;;;;;
