Jugador del golpeo;Nombre;Rally;Stroke;Zone;Posición;Duración;#Rounds;Country Player1;Country Player2;Interval;Match;Play R or L Player1;Play R or L Player2;Player1;Player2;Rally Time;Round;Set;Tournament;WR Player1;WR Player2;Field Position;Player on C1;Type of service;Zona de C1;Game Phase;Reves;Rally Outcome;Rest Time;Tipo de recepcion;Barrido Fuerte;Match Duration
Clara Azurmendi;"-14;55 (11)";4;5;9;1447520;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;9;;;;Defence;Reves;;;;;
Fitriani Fitriani;"-13;-8 (1)";4;6;4;1451320;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;4;;;;Construccion;;;;;;
Clara Azurmendi;"10;11 (1)";4;7;4;1451320;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;4;;;;Construccion;;Winner Fitriani Fitriani;;;;
Fitriani Fitriani;Rest Time (42);4;;;1455280;15760;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;;1;2;Indonesia Masters 2021;46;42;;;;;;;;Rest Time;;;
Fitriani Fitriani;Rally Time (44);5;;;1471040;5200;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;;;;;;;;;;;
Fitriani Fitriani;"2;-24 (5)";5;1;6;1469040;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;6;Fitriani Fitriani;Forehand long service;9;Construccion;;;;;;
Clara Azurmendi;"-4;54 (2)";5;2;10;1471400;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;10;;;;Construccion;;;;;;
Fitriani Fitriani;"-12;-15 (2)";5;3;4;1471400;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;4;;;;Construccion;;;;;;
Clara Azurmendi;"14;55 (4)";5;4;12;1471400;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;12;;;;Construccion;;;;;;
Fitriani Fitriani;"19;-55 (1)";5;5;Out;1471400;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;OUT SIDE;;;;Construccion;;Unforced Clara Azurmendi;;;;
Clara Azurmendi;Rest Time (43);5;;;1476240;14600;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;;1;2;Indonesia Masters 2021;46;42;;;;;;;;Rest Time;;;
Clara Azurmendi;Rally Time (45);6;;;1490840;4280;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;;;;;;;;;;;
Fitriani Fitriani;"-2;-25 (4)";6;1;7;1488840;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;7;Fitriani Fitriani;Forehand long service;11;Construccion;;;;;;
Clara Azurmendi;"15;55 (3)";6;2;12;1491280;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;12;;;;Construccion;;;;;;
Fitriani Fitriani;"15;-55 (2)";6;3;9;1491280;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;9;;;;Attack;;;;;;
Clara Azurmendi;"-14;34 (1)";6;4;5;1492480;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;5;;;;Construccion;;Winner Fitriani Fitriani;;;;
Clara Azurmendi;Rest Time (44);6;;;1495120;13400;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;;1;2;Indonesia Masters 2021;46;42;;;;;;;;Rest Time;;;
Clara Azurmendi;Rally Time (46);7;;;1508520;5240;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;;;;;;;;;;;
Fitriani Fitriani;"2;-24 (6)";7;1;6;1506520;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;6;Fitriani Fitriani;Forehand long service;10;Construccion;;;;;;
Clara Azurmendi;"-9;54 (2)";7;2;9;1509120;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;9;;;;Construccion;;;;;;
Fitriani Fitriani;"-13;-37 (1)";7;3;8;1509120;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;8;;;;Defence;;;;;;
Clara Azurmendi;"-14;7 (1)";7;4;1;1509800;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;1;;;;Construccion;;;;;;
Fitriani Fitriani;"-14;-56 (6)";7;5;12;1509800;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;12;;;;Construccion;;Winner Clara Azurmendi;;;;
Clara Azurmendi;Rest Time (45);7;;;1513760;17720;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;;1;2;Indonesia Masters 2021;46;42;;;;;;;;Rest Time;;;
Clara Azurmendi;Rally Time (47);8;;;1531480;8800;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;;;;;;;;;;;
Clara Azurmendi;"2;25 (8)";8;1;7;1529480;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;7;Clara Azurmendi;Backhand short service;6;Construccion;;;;;;
Fitriani Fitriani;"-5;-17 (1)";8;2;3;1530480;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;3;;;;Construccion;;;;;;
Clara Azurmendi;"-14;54 (6)";8;3;9;1530480;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;9;;;;Defence;Reves;;;;;
Fitriani Fitriani;"-14;-55 (11)";8;4;12;1531680;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;12;;;;Construccion;;;;;;
Clara Azurmendi;"-14;55 (12)";8;5;9;1531680;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;9;;;;Defence;;;;;;
Fitriani Fitriani;"12;-15 (1)";8;6;1;1533240;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;1;;;;Construccion;;;;;;
Clara Azurmendi;"13;12 (1)";8;7;4;1533240;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;4;;;;Construccion;;;;;;
Fitriani Fitriani;"11;-9 (1)";8;8;1;1533240;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;1;;;;Construccion;;;;;;
Clara Azurmendi;"-14;56 (5)";8;9;9;1533240;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;9;;;;Defence;Reves;;;;;
Fitriani Fitriani;"3;1 (2)";8;10;3;1537240;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;NET;;;;Construccion;;Error Clara Azurmendi;;;;
Fitriani Fitriani;Rest Time (46);8;;;1540280;16000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;;1;2;Indonesia Masters 2021;46;42;;;;;;;;Rest Time;;;
Fitriani Fitriani;Rally Time (48);9;;;1556280;10200;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;;;;;;;;;;;
Fitriani Fitriani;"-2;-25 (5)";9;1;7;1554280;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;7;Fitriani Fitriani;Forehand long service;10;Construccion;;;;;;
Clara Azurmendi;"11;56 (1)";9;2;12;1557160;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;12;;;;Construccion;;;;;;
Fitriani Fitriani;"-12;-15 (3)";9;3;4;1557160;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;4;;;;Construccion;;;;;;
Clara Azurmendi;"-16;55 (1)";9;4;9;1557160;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;9;;;;Construccion;;;;;;
Fitriani Fitriani;"-14;-14 (1)";9;5;4;1557160;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;4;;;;Defence;;;;;;
Clara Azurmendi;"-14;8 (2)";9;6;1;1559640;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;1;;;;Construccion;;;;;;
Fitriani Fitriani;"-15;-55 (2)";9;7;12;1559640;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;12;;;;Defence;;;;;;
Clara Azurmendi;"-3;5 (1)";9;8;2;1561800;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;2;;;;Construccion;;;;;;
Fitriani Fitriani;"-3;-5 (1)";9;9;3;1561800;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;3;;;;Defence;;;;;;
Clara Azurmendi;"-10;1 (1)";9;10;1;1563720;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;NET;;;;Construccion;;Error Fitriani Fitriani;;;;
Clara Azurmendi;Rest Time (47);9;;;1566480;14800;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;;1;2;Indonesia Masters 2021;46;42;;;;;;;;Rest Time;;;
Clara Azurmendi;Rally Time (49);10;;;1581280;4320;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;;;;;;;;;;;
Clara Azurmendi;"-2;24 (6)";10;1;6;1579280;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;6;Clara Azurmendi;Backhand flick;9;Construccion;;;;;;
Fitriani Fitriani;"5;-54 (1)";10;2;10;1580480;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;10;;;;Construccion;;;;;;
Clara Azurmendi;"13;55 (2)";10;3;12;1580480;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;12;;;;Construccion;;;;;;
Fitriani Fitriani;"15;-55 (3)";10;4;9;1580480;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;9;;;;Construccion;;;;;;
Clara Azurmendi;"10;1 (1)";10;5;4;1582480;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;NET;;;;Construccion;;Unforced Fitriani Fitriani;;;;
Fitriani Fitriani;Rest Time (48);10;;;1585600;14880;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;;1;2;Indonesia Masters 2021;46;42;;;;;;;;Rest Time;;;
Fitriani Fitriani;Rally Time (50);11;;;1600480;3200;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;;;;;;;;;;;
Clara Azurmendi;"2;25 (9)";11;1;7;1598480;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;7;Clara Azurmendi;Backhand flick;10;Construccion;;;;;;
Fitriani Fitriani;"-8;-55 (2)";11;2;12;1599720;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;12;;;;Construccion;;;;;;
Clara Azurmendi;"15;55 (4)";11;3;12;1599720;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;12;;;;Construccion;;;;;;
Fitriani Fitriani;"-14;-16 (2)";11;4;4;1599720;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;4;;;;Construccion;;Winner Clara Azurmendi;;;;
Fitriani Fitriani;Rest Time (49);11;;;1603680;14240;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;;1;2;Indonesia Masters 2021;46;42;;;;;;;;Rest Time;;;
Fitriani Fitriani;Rally Time (51);12;;;1617920;6880;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;;;;;;;;;;;
Clara Azurmendi;"-1;25 (1)";12;1;6;1615920;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;6;Clara Azurmendi;Backhand flick;9;Construccion;;;;;;
Fitriani Fitriani;"4;-55 (1)";12;2;10;1617040;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;10;;;;Construccion;;;;;;
Clara Azurmendi;"16;13 (1)";12;3;4;1617040;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;4;;;;Defence;;;;;;
Fitriani Fitriani;"14;-56 (2)";12;4;9;1618160;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;9;;;;Construccion;;;;;;
Clara Azurmendi;"16;34 (1)";12;5;8;1618160;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;8;;;;Defence;;;;;;
Fitriani Fitriani;"-14;-55 (12)";12;6;12;1620120;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;12;;;;Defence;;;;;;
Clara Azurmendi;"-15;55 (5)";12;7;9;1621240;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;9;;;;Construccion;;;;;;
Fitriani Fitriani;"-15;-13 (1)";12;8;4;1621240;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;4;;;;Construccion;;Winner Clara Azurmendi;;;;
Fitriani Fitriani;Rest Time (50);12;;;1624800;14080;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;;1;2;Indonesia Masters 2021;46;42;;;;;;;;Rest Time;;;
Fitriani Fitriani;Rally Time (52);13;;;1638880;2480;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;;;;;;;;;;;
Clara Azurmendi;"2;25 (10)";13;1;7;1636880;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;7;Clara Azurmendi;Backhand flick;10;Construccion;;;;;;
Fitriani Fitriani;"-11;-55 (2)";13;2;12;1637840;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;12;;;;Construccion;;;;;;
Clara Azurmendi;"-12;17 (1)";13;3;1;1637840;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;1;;;;Construccion;;;;;;
Fitriani Fitriani;"-10;2 (1)";13;4;1;1637840;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;NET;;;;Construccion;;Error Clara Azurmendi;;;;
Fitriani Fitriani;Rest Time (51);13;;;1641360;20440;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;;1;2;Indonesia Masters 2021;46;42;;;;;;;;Rest Time;;;
Fitriani Fitriani;Rally Time (53);14;;;1661800;8200;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;;;;;;;;;;;
Fitriani Fitriani;"1;-24 (2)";14;1;6;1659800;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;6;Fitriani Fitriani;Forehand long service;10;Construccion;;;;;;
Clara Azurmendi;"-9;55 (1)";14;2;9;1662160;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;9;;;;Construccion;;;;;;
Fitriani Fitriani;"-14;-37 (1)";14;3;8;1662160;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;8;;;;Construccion;;;;;;
Clara Azurmendi;"-13;10 (1)";14;4;1;1662160;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;1;;;;Construccion;;;;;;
Fitriani Fitriani;"14;-53 (1)";14;5;9;1662160;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;9;;;;Attack;;;;;;
Clara Azurmendi;"15;37 (1)";14;6;8;1664760;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;8;;;;Defence;;;;;;
Fitriani Fitriani;"-15;-38 (1)";14;7;8;1665320;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;8;;;;Construccion;;;;;;
Clara Azurmendi;"-14;14 (1)";14;8;1;1665320;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;1;;;;Construccion;;;;;;
Fitriani Fitriani;"-15;-14 (2)";14;9;4;1665320;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;4;;;;Construccion;;Winner Clara Azurmendi;;;;
Clara Azurmendi;Rest Time (52);14;;;1670000;15680;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;;1;2;Indonesia Masters 2021;46;42;;;;;;;;Rest Time;;;
Clara Azurmendi;Rally Time (54);15;;;1685680;9040;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;;;;;;;;;;;
Clara Azurmendi;"-2;25 (5)";15;1;6;1683680;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;6;Clara Azurmendi;Backhand flick;9;Construccion;;;;;;
Fitriani Fitriani;"3;-54 (1)";15;2;10;1684880;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;10;;;;Construccion;;;;;;
Clara Azurmendi;"-13;56 (2)";15;3;9;1684880;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;9;;;;Defence;;;;;;
Fitriani Fitriani;"-13;-56 (2)";15;4;12;1686040;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;12;;;;Construccion;;;;;;
Clara Azurmendi;"14;56 (3)";15;5;12;1686040;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;12;;;;Construccion;;;;;;
Fitriani Fitriani;"15;-55 (4)";15;6;9;1686040;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;9;;;;Construccion;;;;;;
Clara Azurmendi;"14;13 (1)";15;7;4;1686040;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;4;;;;Defence;;;;;;
Fitriani Fitriani;"-11;-7 (1)";15;8;4;1690680;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;4;;;;Construccion;;;;;;
