Jugador del golpeo;Nombre;Rally;Stroke;Zone;Posición;Duración;#Rounds;Country Player1;Country Player2;Interval;Match;Play R or L Player1;Play R or L Player2;Player1;Player2;Rally Time;Round;Set;Tournament;WR Player1;WR Player2;Field Position;Player on C1;Type of service;Zona de C1;Game Phase;Rally Outcome;Rest Time;Tipo de recepcion;Reves;Barrido Fuerte;Match Duration 
Pai Yu Po;"-14;55 (4)";23;6;9;1137840;5000;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;9;;;;Defence;;;;Reves;;
Evgeniya Kosetskaya;"-20;-20 (1)";23;7;Out;1138920;5000;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;OUT SIDE;;;;Construccion;Error Pai Yu Po;;;;;
Pai Yu Po;Rest Time (23);23;;;1141920;12840;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;;1;1;Indonesia Masters 2021;22;43;;;;;;;Rest Time;;;;
Pai Yu Po;Rally Time (24);24;;;1154760;3280;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;;;;;;;;;;;
Evgeniya Kosetskaya;"-2;-24 (3)";24;1;7;1152760;5000;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;7;Evgeniya Kosetskaya;Forehand long service;10;Construccion;;;;;;
Pai Yu Po;"10;54 (3)";24;2;12;1154920;5000;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;12;;;;Construccion;;;;;;
Evgeniya Kosetskaya;"-18;-29 (1)";24;3;Out;1154920;5000;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;OUT SIDE;;;;Construccion;Unforced Pai Yu Po;;;;;
Pai Yu Po;Rest Time (24);24;;;1158040;11080;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;;1;1;Indonesia Masters 2021;22;43;;;;;;;Rest Time;;;;
Pai Yu Po;Rally Time (25);25;;;1169120;13520;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;;;;;;;;;;;
Evgeniya Kosetskaya;"2;-24 (2)";25;1;6;1167120;5000;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;6;Evgeniya Kosetskaya;Forehand long service;10;Construccion;;;;;;
Pai Yu Po;"-11;55 (1)";25;2;9;1169160;5000;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;9;;;;Construccion;;;;;;
Evgeniya Kosetskaya;"-14;-54 (2)";25;3;12;1169160;5000;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;12;;;;Defence;;;;;;
Pai Yu Po;"11;15 (1)";25;4;4;1170240;5000;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;4;;;;Defence;;;;;;
Evgeniya Kosetskaya;"-14;-56 (2)";25;5;12;1171480;5000;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;12;;;;Construccion;;;;;;
Pai Yu Po;"15;55 (2)";25;6;12;1171480;5000;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;12;;;;Defence;;;;;;
Evgeniya Kosetskaya;"-14;-7 (1)";25;7;4;1173880;5000;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;4;;;;Construccion;;;;;;
Pai Yu Po;"-13;11 (1)";25;8;1;1173880;5000;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;1;;;;Defence;;;;;;
Evgeniya Kosetskaya;"4;-55 (1)";25;9;10;1176120;5000;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;10;;;;Construccion;;;;;;
Pai Yu Po;"-14;55 (5)";25;10;9;1176120;5000;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;9;;;;Construccion;;;;;;
Evgeniya Kosetskaya;"-15;-56 (1)";25;11;12;1176120;5000;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;12;;;;Defence;;;;;F;
Pai Yu Po;"4;1 (1)";25;12;3;1179800;5000;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;NET;;;;Construccion;Error Evgeniya Kosetskaya;;;;;
Pai Yu Po;Rest Time (25);25;;;1182640;27400;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;;1;1;Indonesia Masters 2021;22;43;;;;;;;Rest Time;;;;
Pai Yu Po;Rally Time (26);26;;;1210040;5520;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;;;;;;;;;;;
Pai Yu Po;"2;25 (5)";26;1;7;1208040;5000;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;7;Pai Yu Po;Forehand long service;10;Construccion;;;;;;
Evgeniya Kosetskaya;"-9;-53 (1)";26;2;12;1210240;5000;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;12;;;;Attack;;;;;;
Pai Yu Po;"-12;37 (1)";26;3;5;1210240;5000;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;5;;;;Defence;;;;;;
Evgeniya Kosetskaya;"-2;-25 (4)";26;4;7;1210800;5000;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;7;;;;Construccion;;;;;;
Pai Yu Po;"13;38 (1)";26;5;8;1210800;5000;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;8;;;;Construccion;;;;;;
Evgeniya Kosetskaya;"9;-8 (1)";26;6;1;1210800;5000;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;1;;;;Attack;;;;;;
Pai Yu Po;"2;41 (1)";26;7;7;1213000;5000;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;7;;;;Construccion;Winner Evgeniya Kosetskaya;;;;;
Evgeniya Kosetskaya;Rest Time (26);26;;;1215560;14920;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;;1;1;Indonesia Masters 2021;22;43;;;;;;;Rest Time;;;;
Evgeniya Kosetskaya;Rally Time (27);27;;;1230480;20280;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;;;;;;;;;;;
Evgeniya Kosetskaya;"-2;-23 (1)";27;1;7;1228480;5000;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;7;Evgeniya Kosetskaya;Forehand long service;10;Construccion;;;;;;
Pai Yu Po;"9;54 (1)";27;2;12;1230520;5000;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;12;;;;Construccion;;;;;;
Evgeniya Kosetskaya;"12;-16 (2)";27;3;1;1230520;5000;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;1;;;;Construccion;;;;;;
Pai Yu Po;"14;54 (2)";27;4;12;1230520;5000;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;12;;;;Construccion;;;;;;
Evgeniya Kosetskaya;"14;-39 (2)";27;5;5;1230520;5000;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;5;;;;Construccion;;;;;;
Pai Yu Po;"8;55 (1)";27;6;12;1234120;5000;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;12;;;;Construccion;;;;;;
Evgeniya Kosetskaya;"12;-55 (2)";27;7;9;1234120;5000;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;9;;;;Defence;;;;;;
Pai Yu Po;"-14;55 (6)";27;8;9;1235120;5000;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;9;;;;Defence;;;;;;
Evgeniya Kosetskaya;"-15;-55 (2)";27;9;12;1236640;5000;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;12;;;;Construccion;;;;;;
Pai Yu Po;"-14;14 (2)";27;10;1;1236640;5000;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;1;;;;Construccion;;;;;;
Evgeniya Kosetskaya;"13;-56 (1)";27;11;9;1236640;5000;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;9;;;;Defence;;;;;;
Pai Yu Po;"-14;55 (7)";27;12;9;1239760;5000;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;9;;;;Construccion;;;;;;
Evgeniya Kosetskaya;"13;-55 (4)";27;13;9;1239760;5000;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;9;;;;Construccion;;;;;;
Pai Yu Po;"-14;56 (2)";27;14;9;1239760;5000;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;9;;;;Construccion;;;;;;
Evgeniya Kosetskaya;"-14;-54 (3)";27;15;12;1239760;5000;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;12;;;;Defence;;;;;;
Pai Yu Po;"-13;13 (2)";27;16;1;1244480;5000;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;1;;;;Construccion;;;;;;
Evgeniya Kosetskaya;"-14;-9 (1)";27;17;4;1246480;5000;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;4;;;;Defence;;;;;;
Pai Yu Po;"-14;54 (3)";27;18;9;1244480;5000;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;9;;;;Attack;;;;;;
Evgeniya Kosetskaya;"15;-31 (1)";27;19;5;1247800;5000;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;5;;;;Construccion;Winner Pai Yu Po;;;;;
Pai Yu Po;Rest Time (27);27;;;1250760;25240;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;;1;1;Indonesia Masters 2021;22;43;;;;;;;Rest Time;;;;
Pai Yu Po;Rally Time (28);28;;;1276000;11680;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;;;;;;;;;;;
Pai Yu Po;"-2;25 (4)";28;1;6;1274000;5000;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;6;Pai Yu Po;Forehand long service;9;Construccion;;;;;;
Evgeniya Kosetskaya;"3;-55 (1)";28;2;10;1274840;5000;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;10;;;;Construccion;;;;;;
Pai Yu Po;"15;56 (3)";28;3;12;1274840;5000;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;12;;;;Defence;;;;;;
Evgeniya Kosetskaya;"14;-55 (3)";28;4;9;1277160;5000;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;9;;;;Construccion;;;;;;
Pai Yu Po;"14;56 (2)";28;5;12;1277160;5000;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;12;;;;Defence;;;;;;
Evgeniya Kosetskaya;"9;-14 (1)";28;6;1;1279680;5000;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;1;;;;Defence;;;;;;
Pai Yu Po;"-13;55 (2)";28;7;9;1280880;5000;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;9;;;;Construccion;;;;;;
Evgeniya Kosetskaya;"-12;-39 (2)";28;8;8;1280880;5000;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;8;;;;Construccion;;;;;;
Pai Yu Po;"13;12 (1)";28;9;4;1280880;5000;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;4;;;;Defence;;;;;;
Evgeniya Kosetskaya;"13;-55 (5)";28;10;9;1283840;5000;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;9;;;;Attack;;;;;;
Pai Yu Po;"15;43 (1)";28;11;8;1284880;5000;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;8;;;;Construccion;Winner Evgeniya Kosetskaya;;;;;
Evgeniya Kosetskaya;Rest Time (28);28;;;1287680;19640;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;;1;1;Indonesia Masters 2021;22;43;;;;;;;Rest Time;;;;
Evgeniya Kosetskaya;Rally Time (29);29;;;1307320;11680;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;;;;;;;;;;;
Evgeniya Kosetskaya;"1;-24 (2)";29;1;6;1305320;5000;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;6;Evgeniya Kosetskaya;Forehand long service;10;Construccion;;;;;;
Pai Yu Po;"-10;55 (1)";29;2;9;1307400;5000;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;9;;;;Attack;;;;;;
Evgeniya Kosetskaya;"-15;-36 (1)";29;3;8;1307880;5000;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;8;;;;Defence;;;;;;
Pai Yu Po;"-14;17 (1)";29;4;1;1307920;5000;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;1;;;;Construccion;;;;;;
Evgeniya Kosetskaya;"-14;-36 (1)";29;5;8;1307920;5000;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;8;;;;Attack;;;;;;
Pai Yu Po;"-14;35 (1)";29;6;5;1309240;5000;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;5;;;;Defence;;;;;;
Evgeniya Kosetskaya;"-10;-36 (1)";29;7;8;1309600;5000;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;8;;;;Attack;;;;;;
Pai Yu Po;"-12;38 (1)";29;8;5;1310120;5000;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;5;;;;Defence;;;;;;
Evgeniya Kosetskaya;"-13;-7 (2)";29;9;4;1310480;5000;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;4;;;;Construccion;;;;;;
Pai Yu Po;"12;12 (1)";29;10;4;1310480;5000;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;4;;;;Defence;;;;;;
Evgeniya Kosetskaya;"9;-54 (1)";29;11;9;1312160;5000;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;9;;;;Attack;;;;;;
Pai Yu Po;"16;35 (1)";29;12;8;1312840;5000;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;8;;;;Defence;;;;;;
Evgeniya Kosetskaya;"13;-9 (1)";29;13;1;1313400;5000;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;1;;;;Construccion;;;;;;
Pai Yu Po;"-14;14 (3)";29;14;1;1313400;5000;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;1;;;;Defence;;;;;;
Evgeniya Kosetskaya;"-14;-54 (4)";29;15;12;1315200;5000;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;12;;;;Defence;;;;;F;
Pai Yu Po;"-11;1 (1)";29;16;1;1316320;5000;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;NET;;;;Construccion;Error Evgeniya Kosetskaya;;;;;
Pai Yu Po;Rest Time (29);29;;;1319000;24480;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;;1;1;Indonesia Masters 2021;22;43;;;;;;;Rest Time;;;;
Pai Yu Po;Rally Time (30);30;;;1343480;4080;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;;;;;;;;;;;
Pai Yu Po;"2;25 (6)";30;1;7;1341480;5000;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;7;Pai Yu Po;Forehand short service;6;Construccion;;;;;;
Evgeniya Kosetskaya;"-3;-18 (1)";30;2;3;1342440;5000;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;3;;;;Attack;;;;;;
Pai Yu Po;"-3;34 (1)";30;3;6;1342440;5000;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;6;;;;Defence;;;;;;
Evgeniya Kosetskaya;"10;-33 (1)";30;4;5;1342560;5000;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;5;;;;Construccion;;;;;;
Pai Yu Po;"12;12 (2)";30;5;4;1342560;5000;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;4;;;;Construccion;;;;;;
Evgeniya Kosetskaya;"-15;-55 (3)";30;6;12;1342560;5000;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;12;;;;Construccion;Winner Pai Yu Po;;;;;
Evgeniya Kosetskaya;Rest Time (30);30;;;1347560;19200;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;;1;1;Indonesia Masters 2021;22;43;;;;;;;Rest Time;;;;
Evgeniya Kosetskaya;Rally Time (31);31;;;1366760;8200;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;;;;;;;;;;;
Pai Yu Po;"-2;25 (5)";31;1;6;1364760;5000;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;6;Pai Yu Po;Forehand short service;7;Construccion;;;;;;
Evgeniya Kosetskaya;"8;-18 (1)";31;2;1;1365160;5000;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;1;;;;Construccion;;;;;;
Pai Yu Po;"-14;13 (2)";31;3;1;1365160;5000;5;RUS;TPE;After;Evgeniya Kosetskaya-Pai Yu Po;Right handed;Right handed;Evgeniya Kosetskaya;Pai Yu Po;Rally Time;1;1;Indonesia Masters 2021;22;43;1;;;;Defence;;;;;;
