Jugador del golpeo;Nombre;Rally;Stroke;Zone;Posición;Duración;#Rounds;Country Player1;Country Player2;Interval;Match;Play R or L Player1;Play R or L Player2;Player1;Player2;Rally Time;Round;Set;Tournament;WR Player1;WR Player2;Field Position;Player on C1;Type of service;Zona de C1;Game Phase;Rally Outcome;Rest Time;Tipo de recepcion;Reves;Barrido Fuerte;Match Duration 
Clara Azurmendi;"-11;34 (1)";28;5;5;841000;5000;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;5;;;;Defence;;;;;;
Natsuki Nidaira;"-13;-55 (1)";28;6;12;841500;5000;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;12;;;;Construccion;;;;;;
Clara Azurmendi;"-14;54 (5)";28;7;9;841500;5000;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;9;;;;Construccion;;;;;;
Natsuki Nidaira;"13;-15 (1)";28;8;1;841500;5000;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;1;;;;Defence;;;;;;
Clara Azurmendi;"11;10 (1)";28;9;4;844066;5000;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;4;;;;Defence;;;;;;
Natsuki Nidaira;"11;-8 (1)";28;10;1;845033;5000;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;1;;;;Construccion;;;;;;
Clara Azurmendi;"-14;54 (6)";28;11;9;845033;5000;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;9;;;;Attack;;;;;;
Natsuki Nidaira;"-14;-41 (1)";28;12;8;846966;5000;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;8;;;;Defence;;;;;;
Clara Azurmendi;"-14;8 (2)";28;13;1;847566;5000;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;1;;;;Defence;;;;;;
Natsuki Nidaira;"-14;-52 (1)";28;14;12;849100;5000;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;12;;;;Attack;;;;;;
Clara Azurmendi;"-19;38 (1)";28;15;Out;849933;5000;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;OUT SIDE;;;;Construccion;Unforced Natsuki Nidaira;;;;;
Natsuki Nidaira;Rest Time (28);28;;;852633;22400;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;;3;1;Canadian International Challenge 2022;34;50;;;;;;;Rest Time;;;;
Natsuki Nidaira;Rally Time (29);29;;;875033;5400;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;;;;;;;;;;;
Clara Azurmendi;"2;25 (6)";29;1;7;873033;5000;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;7;Clara Azurmendi;Backhand flick;11;Construccion;;;;;;
Natsuki Nidaira;"-15;-55 (8)";29;2;12;874200;5000;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;12;;;;Construccion;;;;;;
Clara Azurmendi;"-14;10 (3)";29;3;1;874200;5000;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;1;;;;Construccion;;;;;;
Natsuki Nidaira;"-14;-55 (6)";29;4;12;874200;5000;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;12;;;;Construccion;;;;;;
Clara Azurmendi;"12;7 (1)";29;5;4;877366;5000;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;4;;;;Construccion;;;;;;
Natsuki Nidaira;"-21;-10 (1)";29;6;Out;877366;5000;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;OUT SIDE;;;;Construccion;Unforced Clara Azurmendi;;;;;
Natsuki Nidaira;Rest Time (29);29;;;880433;24766;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;;3;1;Canadian International Challenge 2022;34;50;;;;;;;Rest Time;;;;
Natsuki Nidaira;Rally Time (30);30;;;905200;4100;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;;;;;;;;;;;
Natsuki Nidaira;"2;-27 (1)";30;1;6;903200;5000;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;6;Natsuki Nidaira;Forehand long service;10;Construccion;;;;;;
Clara Azurmendi;"-9;53 (1)";30;2;9;905800;5000;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;9;;;;Attack;;;;;;
Natsuki Nidaira;"-3;-39 (1)";30;3;7;905833;5000;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;7;;;;Defence;;;;;;
Clara Azurmendi;"-4;2 (1)";30;4;2;906400;5000;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;NET;;;;Construccion;Error Natsuki Nidaira;;;;;
Clara Azurmendi;Rest Time (30);30;;;909300;27800;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;;3;1;Canadian International Challenge 2022;34;50;;;;;;;Rest Time;;;;
Clara Azurmendi;Rally Time (31);31;;;937100;6233;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;;;;;;;;;;;
Clara Azurmendi;"-2;24 (1)";31;1;6;935100;5000;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;6;Clara Azurmendi;Backhand short service;3;Construccion;;;;;;
Natsuki Nidaira;"10;-17 (2)";31;2;1;936400;5000;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;1;;;;Construccion;;;Finta;;;
Clara Azurmendi;"12;54 (1)";31;3;12;936400;5000;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;12;;;;Attack;;;;;;
Natsuki Nidaira;"-13;-39 (1)";31;4;8;937600;5000;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;8;;;;Defence;;;;;;
Clara Azurmendi;"-15;11 (2)";31;5;1;937600;5000;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;1;;;;Construccion;;;;;;
Natsuki Nidaira;"-16;-56 (1)";31;6;12;937600;5000;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;12;;;;Defence;;;;;F;
Clara Azurmendi;"-15;31 (1)";31;7;5;939500;5000;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;5;;;;Construccion;;;;;;
Natsuki Nidaira;"-14;1 (2)";31;8;1;939500;5000;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;NET;;;;Construccion;Error Clara Azurmendi;;;;;
Natsuki Nidaira;Rest Time (31);31;;;943333;17766;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;;3;1;Canadian International Challenge 2022;34;50;;;;;;;Rest Time;;;;
Natsuki Nidaira;Rally Time (32);32;;;961100;10633;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;;;;;;;;;;;
Natsuki Nidaira;"-2;-25 (6)";32;1;7;959100;5000;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;7;Natsuki Nidaira;Forehand short service;3;Construccion;;;;;;
Clara Azurmendi;"9;16 (1)";32;2;4;960333;5000;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;4;;;;Construccion;;;Finta;;;
Natsuki Nidaira;"12;-55 (5)";32;3;9;960666;5000;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;9;;;;Attack;;;;;;
Clara Azurmendi;"15;38 (1)";32;4;8;961466;5000;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;8;;;;Defence;;;;;;
Natsuki Nidaira;"13;-38 (1)";32;5;5;962000;5000;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;5;;;;Attack;;;;;;
Clara Azurmendi;"3;38 (1)";32;6;7;962566;5000;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;7;;;;Defence;;;;;;
Natsuki Nidaira;"-4;-39 (1)";32;7;7;963200;5000;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;7;;;;Construccion;;;;;;
Clara Azurmendi;"-15;12 (2)";32;8;1;963200;5000;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;1;;;;Construccion;;;;;;
Natsuki Nidaira;"-14;-8 (1)";32;9;4;963200;5000;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;4;;;;Construccion;;;;;;
Clara Azurmendi;"-15;54 (3)";32;10;9;963200;5000;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;9;;;;Defence;;;;Reves;;
Natsuki Nidaira;"8;-55 (1)";32;11;9;966500;5000;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;9;;;;Construccion;;;;;;
Clara Azurmendi;"-14;53 (2)";32;12;9;966500;5000;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;9;;;;Construccion;;;;;;
Natsuki Nidaira;"16;-16 (1)";32;13;1;966500;5000;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;1;;;;Construccion;Winner Clara Azurmendi;;;;;
Clara Azurmendi;Rest Time (32);32;;;971733;29033;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;;3;1;Canadian International Challenge 2022;34;50;;;;;;;Rest Time;;;;
Clara Azurmendi;Rally Time (33);33;;;1000766;3166;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;;;;;;;;;;;
Clara Azurmendi;"2;25 (7)";33;1;7;998766;5000;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;7;Clara Azurmendi;Backhand flick;10;Construccion;;;;;;
Natsuki Nidaira;"-8;-53 (1)";33;2;12;1000133;5000;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;12;;;;Construccion;;;;;;
Clara Azurmendi;"13;54 (4)";33;3;12;1000133;5000;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;12;;;;Construccion;;;;;;
Natsuki Nidaira;"-2;1 (2)";33;4;2;1000133;5000;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;NET;;;;Construccion;Unforced Clara Azurmendi;;;;;
Natsuki Nidaira;Rest Time (33);33;;;1003933;17366;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;;3;1;Canadian International Challenge 2022;34;50;;;;;;;Rest Time;;;;
Natsuki Nidaira;Rally Time (34);34;;;1021300;17833;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;;;;;;;;;;;
Natsuki Nidaira;"2;-26 (3)";34;1;6;1019300;5000;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;6;Natsuki Nidaira;Forehand short service;6;Construccion;;;;;;
Clara Azurmendi;"-4;16 (1)";34;2;2;1020633;5000;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;2;;;;Construccion;;;Modificada;;;
Natsuki Nidaira;"10;-7 (1)";34;3;1;1020633;5000;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;1;;;;Construccion;;;;;;
Clara Azurmendi;"11;5 (1)";34;4;4;1020633;5000;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;4;;;;Defence;;;;;;
Natsuki Nidaira;"11;-54 (1)";34;5;9;1023400;5000;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;9;;;;Attack;;;;;;
Clara Azurmendi;"-3;38 (2)";34;6;6;1024633;5000;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;6;;;;Defence;;;;;;
Natsuki Nidaira;"10;-8 (1)";34;7;1;1025066;5000;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;1;;;;Construccion;;;;;;
Clara Azurmendi;"-12;55 (1)";34;8;9;1025066;5000;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;9;;;;Attack;;;;;;
Natsuki Nidaira;"-3;-36 (1)";34;9;7;1026800;5000;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;7;;;;Defence;;;;;;
Clara Azurmendi;"9;12 (1)";34;10;4;1027366;5000;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;4;;;;Construccion;;;;;;
Natsuki Nidaira;"-14;-55 (7)";34;11;12;1027366;5000;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;12;;;;Defence;;;;;;
Clara Azurmendi;"-15;54 (4)";34;12;9;1029100;5000;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;9;;;;Construccion;;;;;;
Natsuki Nidaira;"10;-55 (2)";34;13;9;1029100;5000;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;9;;;;Construccion;;;;;;
Clara Azurmendi;"11;12 (1)";34;14;4;1029100;5000;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;4;;;;Construccion;;;;;;
Natsuki Nidaira;"-16;-55 (2)";34;15;12;1029100;5000;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;12;;;;Defence;;;;;;
Clara Azurmendi;"-14;54 (7)";34;16;9;1033333;5000;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;9;;;;Defence;;;;;;
Natsuki Nidaira;"10;-8 (2)";34;17;1;1034300;5000;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;1;;;;Construccion;;;;;;
Clara Azurmendi;"11;6 (1)";34;18;4;1034300;5000;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;4;;;;Defence;;;;;;
Natsuki Nidaira;"14;1 (1)";34;19;4;1036466;5000;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;NET;;;;Construccion;Error Clara Azurmendi;;;;;
Clara Azurmendi;Rest Time (34);34;;;1039133;40933;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;;3;1;Canadian International Challenge 2022;34;50;;;;;;;Rest Time;;;;
Clara Azurmendi;Rally Time (35);35;;;1080066;6933;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;;;;;;;;;;;
Natsuki Nidaira;"-2;-26 (2)";35;1;7;1078066;5000;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;7;Natsuki Nidaira;Forehand short service;5;Construccion;;;;;;
Clara Azurmendi;"4;19 (1)";35;2;3;1079133;5000;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;3;;;;Construccion;;;;;;
Natsuki Nidaira;"13;-54 (3)";35;3;9;1079133;5000;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;9;;;;Attack;;;;;;
Clara Azurmendi;"-13;35 (1)";35;4;5;1080133;5000;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;5;;;;Defence;;;;;;
Natsuki Nidaira;"-13;-37 (1)";35;5;8;1080733;5000;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;8;;;;Attack;;;;;;
Clara Azurmendi;"-14;38 (1)";35;6;5;1081433;5000;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;5;;;;Defence;;;;;;
Natsuki Nidaira;"-14;-9 (1)";35;7;4;1081966;5000;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;4;;;;Construccion;;;;;;
Clara Azurmendi;"-14;56 (3)";35;8;9;1081966;5000;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;9;;;;Construccion;;;;;;
Natsuki Nidaira;"7;1 (1)";35;9;4;1081966;5000;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;NET;;;;Construccion;Unforced Clara Azurmendi;;;;;
Clara Azurmendi;Rest Time (35);35;;;1087000;20866;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;;3;1;Canadian International Challenge 2022;34;50;;;;;;;Rest Time;;;;
Clara Azurmendi;Rally Time (36);36;;;1107866;7366;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;;;;;;;;;;;
Natsuki Nidaira;"2;-25 (5)";36;1;6;1105866;5000;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;6;Natsuki Nidaira;Forehand short service;7;Construccion;;;;;;
Clara Azurmendi;"-8;18 (1)";36;2;1;1107566;5000;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;1;;;;Construccion;;;Finta;;;
Natsuki Nidaira;"-15;-55 (9)";36;3;12;1107566;5000;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;12;;;;Defence;;;;;;
Clara Azurmendi;"-14;54 (8)";36;4;9;1108300;5000;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;9;;;;Construccion;;;;;;
Natsuki Nidaira;"-16;-56 (2)";36;5;12;1108300;5000;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;12;;;;Defence;;;;;;
Clara Azurmendi;"-14;6 (2)";36;6;1;1110200;5000;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;1;;;;Construccion;;;;;;
Natsuki Nidaira;"-15;-41 (1)";36;7;8;1110200;5000;5;ESP;JPN;After;Clara Azurmendi-Natsuki Nidaira;Right handed;Right handed;Clara Azurmendi;Natsuki Nidaira;Rally Time;3;1;Canadian International Challenge 2022;34;50;8;;;;Construccion;;;;;;
